id,subject,organizer_name,organizer_address,location,start_date,end_date,is_all_day,is_online,attendees
events_00136,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00136,organizer_address-00136,"Whitefish, MT",2026-11-09T05:56:00Z,2026-04-13T21:45:00Z,False,True,attendees-00136
events_00137,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00137,organizer_address-00137,"West Glacier, MT",2025-08-19T06:58:00Z,2026-02-14T11:12:00Z,False,False,attendees-00137
events_00138,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00138,organizer_address-00138,"Missoula, MT",2025-12-01T00:01:00Z,2025-10-24T18:37:00Z,False,True,attendees-00138
events_00139,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00139,organizer_address-00139,"Kalispell, MT",2025-11-17T07:08:00Z,2025-09-26T00:30:00Z,False,True,attendees-00139
events_00140,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00140,organizer_address-00140,"Kalispell, MT",2025-07-26T20:35:00Z,2024-09-21T01:57:00Z,False,False,attendees-00140
events_00141,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00141,organizer_address-00141,"Kalispell, MT",2025-01-08T00:12:00Z,2026-07-15T12:38:00Z,True,False,attendees-00141
events_00142,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00142,organizer_address-00142,"Kalispell, MT",2026-01-31T14:13:00Z,2025-12-17T07:32:00Z,False,False,attendees-00142
events_00143,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00143,organizer_address-00143,"Missoula, MT",2024-09-30T10:55:00Z,2025-06-24T20:33:00Z,True,False,attendees-00143
events_00144,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00144,organizer_address-00144,"Missoula, MT",2024-11-03T06:46:00Z,2026-06-13T04:53:00Z,False,True,attendees-00144
events_00145,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00145,organizer_address-00145,"Kalispell, MT",2025-10-02T21:59:00Z,2025-10-14T08:16:00Z,False,False,attendees-00145
events_00146,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00146,organizer_address-00146,"West Glacier, MT",2024-10-08T09:29:00Z,2026-06-13T15:21:00Z,True,False,attendees-00146
events_00147,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00147,organizer_address-00147,"Missoula, MT",2025-07-18T08:44:00Z,2024-10-21T13:04:00Z,False,False,attendees-00147
events_00148,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00148,organizer_address-00148,"Kalispell, MT",2025-04-07T07:47:00Z,2026-05-06T04:36:00Z,False,True,attendees-00148
events_00149,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00149,organizer_address-00149,"Missoula, MT",2026-03-19T14:32:00Z,2026-09-05T07:37:00Z,False,False,attendees-00149
events_00150,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00150,organizer_address-00150,"Missoula, MT",2025-06-24T19:45:00Z,2025-10-23T09:03:00Z,False,True,attendees-00150
events_00151,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00151,organizer_address-00151,"Whitefish, MT",2024-10-20T08:57:00Z,2026-01-10T20:20:00Z,False,False,attendees-00151
events_00152,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00152,organizer_address-00152,"Whitefish, MT",2025-03-28T04:47:00Z,2024-10-08T20:47:00Z,True,True,attendees-00152
events_00153,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00153,organizer_address-00153,"West Glacier, MT",2025-03-17T03:00:00Z,2025-08-31T21:50:00Z,False,False,attendees-00153
events_00154,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00154,organizer_address-00154,"West Glacier, MT",2025-02-08T20:13:00Z,2026-02-15T08:23:00Z,True,False,attendees-00154
events_00155,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00155,organizer_address-00155,"Kalispell, MT",2025-04-10T07:42:00Z,2026-11-01T23:34:00Z,True,False,attendees-00155
events_00156,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00156,organizer_address-00156,"Missoula, MT",2026-03-02T01:56:00Z,2025-03-15T05:32:00Z,True,True,attendees-00156
events_00157,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00157,organizer_address-00157,"Missoula, MT",2026-10-19T09:34:00Z,2025-02-23T17:00:00Z,True,False,attendees-00157
events_00158,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00158,organizer_address-00158,"Missoula, MT",2026-02-11T01:34:00Z,2025-12-22T21:55:00Z,False,False,attendees-00158
events_00159,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00159,organizer_address-00159,"Whitefish, MT",2026-05-09T07:22:00Z,2025-09-07T09:49:00Z,False,False,attendees-00159
events_00160,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00160,organizer_address-00160,"Missoula, MT",2026-01-07T10:46:00Z,2025-12-19T04:58:00Z,True,False,attendees-00160
events_00161,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00161,organizer_address-00161,"West Glacier, MT",2025-03-29T06:18:00Z,2024-12-19T20:53:00Z,False,False,attendees-00161
events_00162,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00162,organizer_address-00162,"Bozeman, MT",2026-07-21T10:42:00Z,2025-05-30T21:04:00Z,True,False,attendees-00162
events_00163,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00163,organizer_address-00163,"Kalispell, MT",2025-01-21T12:32:00Z,2025-06-06T07:59:00Z,True,False,attendees-00163
events_00164,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00164,organizer_address-00164,"West Glacier, MT",2025-08-22T14:06:00Z,2025-06-21T14:47:00Z,True,False,attendees-00164
events_00165,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00165,organizer_address-00165,"Missoula, MT",2025-11-21T19:12:00Z,2025-01-26T00:52:00Z,False,True,attendees-00165
events_00166,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00166,organizer_address-00166,"West Glacier, MT",2024-09-16T12:55:00Z,2024-11-21T11:59:00Z,False,False,attendees-00166
events_00167,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00167,organizer_address-00167,"Whitefish, MT",2025-05-24T09:41:00Z,2026-05-28T16:58:00Z,False,False,attendees-00167
events_00168,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00168,organizer_address-00168,"Bozeman, MT",2025-11-04T11:50:00Z,2025-09-03T07:46:00Z,True,True,attendees-00168
events_00169,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00169,organizer_address-00169,"West Glacier, MT",2025-05-20T20:29:00Z,2025-02-03T01:44:00Z,True,False,attendees-00169
events_00170,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00170,organizer_address-00170,"Kalispell, MT",2026-06-27T22:48:00Z,2026-05-11T21:46:00Z,False,True,attendees-00170
events_00171,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00171,organizer_address-00171,"Kalispell, MT",2025-08-11T20:05:00Z,2025-08-10T18:58:00Z,False,True,attendees-00171
events_00172,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00172,organizer_address-00172,"Missoula, MT",2026-07-24T16:59:00Z,2025-05-08T16:54:00Z,False,False,attendees-00172
events_00173,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00173,organizer_address-00173,"Kalispell, MT",2026-01-09T14:37:00Z,2025-08-10T20:27:00Z,False,True,attendees-00173
events_00174,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00174,organizer_address-00174,"Kalispell, MT",2026-07-27T08:25:00Z,2024-09-18T15:02:00Z,False,False,attendees-00174
events_00175,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00175,organizer_address-00175,"Missoula, MT",2025-06-23T16:35:00Z,2025-05-04T06:17:00Z,False,True,attendees-00175
events_00176,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00176,organizer_address-00176,"Whitefish, MT",2026-10-04T17:37:00Z,2026-06-09T04:33:00Z,False,False,attendees-00176
events_00177,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00177,organizer_address-00177,"Bozeman, MT",2026-10-02T01:54:00Z,2026-03-26T02:21:00Z,False,False,attendees-00177
events_00178,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00178,organizer_address-00178,"West Glacier, MT",2026-08-28T19:54:00Z,2026-02-22T17:19:00Z,False,False,attendees-00178
events_00179,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00179,organizer_address-00179,"Bozeman, MT",2025-02-12T10:06:00Z,2026-04-05T23:14:00Z,False,False,attendees-00179
events_00180,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00180,organizer_address-00180,"West Glacier, MT",2026-06-20T20:47:00Z,2026-06-28T20:40:00Z,True,True,attendees-00180
events_00181,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00181,organizer_address-00181,"Missoula, MT",2025-02-08T23:08:00Z,2024-11-10T09:45:00Z,False,False,attendees-00181
events_00182,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00182,organizer_address-00182,"Missoula, MT",2024-12-14T15:51:00Z,2025-05-12T17:45:00Z,False,False,attendees-00182
events_00183,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00183,organizer_address-00183,"Kalispell, MT",2026-11-12T05:17:00Z,2025-10-04T22:20:00Z,False,False,attendees-00183
events_00184,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00184,organizer_address-00184,"West Glacier, MT",2024-11-20T13:49:00Z,2026-09-19T22:50:00Z,False,False,attendees-00184
events_00185,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00185,organizer_address-00185,"West Glacier, MT",2025-08-07T02:26:00Z,2024-10-19T02:56:00Z,True,False,attendees-00185
events_00186,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00186,organizer_address-00186,"Kalispell, MT",2025-06-23T22:09:00Z,2026-09-15T17:39:00Z,False,False,attendees-00186
events_00187,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00187,organizer_address-00187,"Bozeman, MT",2025-02-01T17:58:00Z,2026-10-18T22:00:00Z,True,False,attendees-00187
events_00188,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00188,organizer_address-00188,"Whitefish, MT",2024-10-09T17:17:00Z,2025-08-24T15:29:00Z,False,True,attendees-00188
events_00189,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00189,organizer_address-00189,"Whitefish, MT",2025-12-21T04:46:00Z,2026-09-30T05:13:00Z,False,False,attendees-00189
events_00190,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00190,organizer_address-00190,"Whitefish, MT",2025-11-24T12:44:00Z,2025-11-28T14:53:00Z,False,True,attendees-00190
events_00191,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00191,organizer_address-00191,"Whitefish, MT",2026-11-12T09:21:00Z,2026-03-19T06:57:00Z,False,False,attendees-00191
events_00192,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00192,organizer_address-00192,"West Glacier, MT",2026-03-27T06:44:00Z,2025-02-03T09:36:00Z,True,False,attendees-00192
events_00193,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00193,organizer_address-00193,"Bozeman, MT",2025-10-09T12:42:00Z,2025-09-08T15:44:00Z,False,True,attendees-00193
events_00194,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00194,organizer_address-00194,"West Glacier, MT",2026-09-30T13:44:00Z,2026-10-15T08:28:00Z,True,True,attendees-00194
events_00195,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00195,organizer_address-00195,"Kalispell, MT",2025-08-06T16:54:00Z,2025-08-02T05:42:00Z,False,True,attendees-00195
events_00196,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00196,organizer_address-00196,"Missoula, MT",2025-12-03T11:56:00Z,2026-05-09T00:30:00Z,False,False,attendees-00196
events_00197,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00197,organizer_address-00197,"Bozeman, MT",2026-11-09T04:23:00Z,2024-11-15T08:47:00Z,False,True,attendees-00197
events_00198,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00198,organizer_address-00198,"Kalispell, MT",2026-04-03T01:15:00Z,2025-07-01T10:46:00Z,False,False,attendees-00198
events_00199,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00199,organizer_address-00199,"Missoula, MT",2025-05-07T10:43:00Z,2025-03-18T15:20:00Z,False,True,attendees-00199
events_00200,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00200,organizer_address-00200,"Bozeman, MT",2024-11-05T20:21:00Z,2026-01-04T11:44:00Z,False,False,attendees-00200
events_00201,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00201,organizer_address-00201,"Bozeman, MT",2025-10-01T02:11:00Z,2026-06-01T17:30:00Z,False,True,attendees-00201
events_00202,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00202,organizer_address-00202,"West Glacier, MT",2024-10-17T09:08:00Z,2025-02-15T10:50:00Z,False,False,attendees-00202
events_00203,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00203,organizer_address-00203,"Missoula, MT",2025-07-05T10:39:00Z,2026-08-09T16:21:00Z,True,False,attendees-00203
events_00204,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00204,organizer_address-00204,"Kalispell, MT",2026-07-22T10:19:00Z,2025-11-18T23:45:00Z,False,True,attendees-00204
events_00205,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00205,organizer_address-00205,"Bozeman, MT",2025-02-21T12:12:00Z,2026-08-28T22:05:00Z,False,False,attendees-00205
events_00206,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00206,organizer_address-00206,"Missoula, MT",2024-10-05T16:41:00Z,2025-05-11T12:29:00Z,True,True,attendees-00206
events_00207,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00207,organizer_address-00207,"Bozeman, MT",2026-04-19T03:05:00Z,2026-06-01T13:20:00Z,False,False,attendees-00207
events_00208,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00208,organizer_address-00208,"West Glacier, MT",2025-10-08T16:59:00Z,2025-02-09T10:46:00Z,True,True,attendees-00208
events_00209,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00209,organizer_address-00209,"Missoula, MT",2026-04-13T13:31:00Z,2026-02-10T04:19:00Z,False,False,attendees-00209
events_00210,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00210,organizer_address-00210,"Bozeman, MT",2026-07-14T01:08:00Z,2024-09-19T14:04:00Z,True,True,attendees-00210
events_00211,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00211,organizer_address-00211,"West Glacier, MT",2026-04-24T17:19:00Z,2025-08-06T05:17:00Z,True,False,attendees-00211
events_00212,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00212,organizer_address-00212,"Missoula, MT",2025-10-30T04:46:00Z,2026-10-14T07:31:00Z,False,True,attendees-00212
events_00213,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00213,organizer_address-00213,"Whitefish, MT",2025-05-17T06:56:00Z,2025-04-02T14:43:00Z,False,False,attendees-00213
events_00214,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00214,organizer_address-00214,"Whitefish, MT",2025-03-12T11:32:00Z,2025-05-12T22:50:00Z,True,True,attendees-00214
events_00215,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00215,organizer_address-00215,"Bozeman, MT",2025-06-06T18:22:00Z,2026-02-23T17:13:00Z,True,False,attendees-00215
events_00216,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00216,organizer_address-00216,"Bozeman, MT",2025-01-02T18:39:00Z,2025-08-11T02:50:00Z,False,False,attendees-00216
events_00217,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00217,organizer_address-00217,"Missoula, MT",2025-05-12T22:27:00Z,2025-12-10T07:17:00Z,False,False,attendees-00217
events_00218,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00218,organizer_address-00218,"Kalispell, MT",2026-08-24T15:17:00Z,2026-01-02T17:34:00Z,False,True,attendees-00218
events_00219,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00219,organizer_address-00219,"West Glacier, MT",2024-11-12T15:08:00Z,2024-10-03T11:01:00Z,False,True,attendees-00219
events_00220,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00220,organizer_address-00220,"Whitefish, MT",2026-10-16T07:56:00Z,2025-05-02T18:26:00Z,True,False,attendees-00220
events_00221,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00221,organizer_address-00221,"Bozeman, MT",2024-11-27T21:41:00Z,2025-08-07T12:58:00Z,False,True,attendees-00221
events_00222,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00222,organizer_address-00222,"Kalispell, MT",2026-06-13T23:53:00Z,2025-10-30T14:26:00Z,False,True,attendees-00222
events_00223,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00223,organizer_address-00223,"Whitefish, MT",2025-05-05T07:33:00Z,2025-12-17T19:35:00Z,False,False,attendees-00223
events_00224,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00224,organizer_address-00224,"Kalispell, MT",2024-12-08T11:17:00Z,2026-09-26T09:26:00Z,False,False,attendees-00224
events_00225,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00225,organizer_address-00225,"Kalispell, MT",2026-01-03T08:43:00Z,2026-08-25T10:20:00Z,False,True,attendees-00225
events_00226,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00226,organizer_address-00226,"Bozeman, MT",2026-06-09T10:28:00Z,2026-03-23T03:34:00Z,False,False,attendees-00226
events_00227,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00227,organizer_address-00227,"Whitefish, MT",2026-08-10T10:18:00Z,2025-02-28T22:22:00Z,False,False,attendees-00227
events_00228,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00228,organizer_address-00228,"Missoula, MT",2025-11-07T16:26:00Z,2025-08-12T01:36:00Z,False,False,attendees-00228
events_00229,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00229,organizer_address-00229,"West Glacier, MT",2025-10-02T02:41:00Z,2026-01-26T20:32:00Z,False,True,attendees-00229
events_00230,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00230,organizer_address-00230,"Kalispell, MT",2024-10-28T20:37:00Z,2025-02-17T09:21:00Z,False,True,attendees-00230
events_00231,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00231,organizer_address-00231,"Missoula, MT",2026-09-19T18:07:00Z,2024-12-05T05:56:00Z,False,True,attendees-00231
events_00232,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00232,organizer_address-00232,"Missoula, MT",2026-07-22T17:12:00Z,2025-09-28T02:45:00Z,False,True,attendees-00232
events_00233,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00233,organizer_address-00233,"Whitefish, MT",2025-07-15T16:01:00Z,2026-07-03T23:53:00Z,False,True,attendees-00233
events_00234,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00234,organizer_address-00234,"West Glacier, MT",2025-06-09T09:16:00Z,2026-04-04T19:12:00Z,False,False,attendees-00234
events_00235,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00235,organizer_address-00235,"Whitefish, MT",2025-08-19T00:55:00Z,2025-08-06T23:14:00Z,False,False,attendees-00235
events_00236,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00236,organizer_address-00236,"Bozeman, MT",2026-05-02T11:50:00Z,2026-06-07T13:48:00Z,False,True,attendees-00236
events_00237,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00237,organizer_address-00237,"Whitefish, MT",2024-12-20T22:43:00Z,2025-01-06T09:07:00Z,False,True,attendees-00237
events_00238,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00238,organizer_address-00238,"Kalispell, MT",2026-02-12T14:13:00Z,2025-04-30T09:38:00Z,False,True,attendees-00238
events_00239,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00239,organizer_address-00239,"Bozeman, MT",2025-05-02T11:04:00Z,2026-06-20T16:39:00Z,False,False,attendees-00239
events_00240,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00240,organizer_address-00240,"Whitefish, MT",2025-11-21T23:56:00Z,2025-08-19T04:26:00Z,False,True,attendees-00240
events_00241,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00241,organizer_address-00241,"Bozeman, MT",2025-09-18T08:04:00Z,2026-03-30T19:41:00Z,False,False,attendees-00241
events_00242,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00242,organizer_address-00242,"Missoula, MT",2026-11-09T06:58:00Z,2025-05-29T09:12:00Z,True,False,attendees-00242
events_00243,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00243,organizer_address-00243,"Kalispell, MT",2026-09-29T15:40:00Z,2024-12-09T05:31:00Z,False,True,attendees-00243
events_00244,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00244,organizer_address-00244,"Missoula, MT",2026-08-23T13:25:00Z,2025-05-16T11:18:00Z,False,True,attendees-00244
events_00245,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00245,organizer_address-00245,"Kalispell, MT",2025-09-10T05:07:00Z,2026-11-08T13:49:00Z,True,True,attendees-00245
events_00246,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00246,organizer_address-00246,"Whitefish, MT",2025-07-16T22:37:00Z,2025-05-11T06:17:00Z,False,True,attendees-00246
events_00247,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00247,organizer_address-00247,"Missoula, MT",2026-01-26T03:28:00Z,2025-03-18T14:41:00Z,False,False,attendees-00247
events_00248,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00248,organizer_address-00248,"Bozeman, MT",2026-02-22T08:23:00Z,2026-05-30T00:10:00Z,False,False,attendees-00248
events_00249,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00249,organizer_address-00249,"West Glacier, MT",2025-05-01T10:06:00Z,2025-07-15T15:49:00Z,True,True,attendees-00249
events_00250,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00250,organizer_address-00250,"Whitefish, MT",2025-03-19T13:56:00Z,2024-10-21T17:24:00Z,False,False,attendees-00250
events_00251,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00251,organizer_address-00251,"West Glacier, MT",2025-07-15T10:53:00Z,2026-10-03T05:12:00Z,False,True,attendees-00251
events_00252,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00252,organizer_address-00252,"Missoula, MT",2025-08-19T09:39:00Z,2026-03-02T00:21:00Z,True,False,attendees-00252
events_00253,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00253,organizer_address-00253,"West Glacier, MT",2024-12-24T17:41:00Z,2025-10-26T13:50:00Z,False,True,attendees-00253
events_00254,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00254,organizer_address-00254,"Kalispell, MT",2026-05-16T13:53:00Z,2025-09-16T03:32:00Z,False,True,attendees-00254
events_00255,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00255,organizer_address-00255,"Kalispell, MT",2025-08-14T15:29:00Z,2025-05-02T22:05:00Z,False,False,attendees-00255
events_00256,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00256,organizer_address-00256,"Bozeman, MT",2026-04-08T23:48:00Z,2026-10-03T21:08:00Z,True,True,attendees-00256
events_00257,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00257,organizer_address-00257,"Bozeman, MT",2024-09-16T03:36:00Z,2024-11-30T10:45:00Z,False,True,attendees-00257
events_00258,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00258,organizer_address-00258,"West Glacier, MT",2026-05-26T09:12:00Z,2026-01-20T01:40:00Z,False,False,attendees-00258
events_00259,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00259,organizer_address-00259,"Kalispell, MT",2025-08-12T07:23:00Z,2025-03-19T13:20:00Z,True,True,attendees-00259
events_00260,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00260,organizer_address-00260,"Whitefish, MT",2025-02-02T19:58:00Z,2024-10-29T22:20:00Z,True,False,attendees-00260
events_00261,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00261,organizer_address-00261,"Whitefish, MT",2026-11-06T09:51:00Z,2025-01-31T06:18:00Z,False,False,attendees-00261
events_00262,Snowpack read for the Flathead: 92% of median as of last week.,organizer_name-00262,organizer_address-00262,"Missoula, MT",2026-04-16T01:11:00Z,2025-09-15T12:56:00Z,False,False,attendees-00262
events_00263,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizer_name-00263,organizer_address-00263,"Kalispell, MT",2025-06-02T13:24:00Z,2025-02-09T05:15:00Z,True,False,attendees-00263
events_00264,Guest talk feedback averaged 4.1 stars for the geology segment.,organizer_name-00264,organizer_address-00264,"Kalispell, MT",2025-05-24T06:45:00Z,2025-01-12T22:14:00Z,True,False,attendees-00264
events_00265,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizer_name-00265,organizer_address-00265,"Kalispell, MT",2026-02-16T22:53:00Z,2025-05-30T19:03:00Z,True,True,attendees-00265
events_00266,Draft coordination note to Neil re: shift coverage for Dec dates.,organizer_name-00266,organizer_address-00266,"Missoula, MT",2025-11-06T12:41:00Z,2025-11-05T00:59:00Z,False,False,attendees-00266
events_00267,Post-season interpretive review — evening astronomy programs held attention.,organizer_name-00267,organizer_address-00267,"West Glacier, MT",2026-01-16T13:02:00Z,2025-10-06T01:26:00Z,False,False,attendees-00267
events_00268,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizer_name-00268,organizer_address-00268,"West Glacier, MT",2026-02-12T21:49:00Z,2026-03-21T01:00:00Z,False,False,attendees-00268
events_00269,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizer_name-00269,organizer_address-00269,"Whitefish, MT",2025-01-25T16:24:00Z,2026-05-01T02:09:00Z,False,False,attendees-00269
events_00270,Winter interpretive prep for Dec 4 planning session with Diane.,organizer_name-00270,organizer_address-00270,"Bozeman, MT",2025-06-03T05:57:00Z,2026-03-06T02:22:00Z,False,False,attendees-00270
events_00271,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizer_name-00271,organizer_address-00271,"Missoula, MT",2025-07-25T08:37:00Z,2026-07-19T22:10:00Z,False,True,attendees-00271
