sys_id,number,short_description,description,state,priority,risk,type,assigned_to,requested_by,start_date,end_date
chg00000000000000000000000000114rt,CHG0011114,Gym floor refinish,Routine facilities change 114: Gym floor refinish in Arts Wing.,Review,3 - Moderate,Low,Normal,Facilities Coordinator,Owen Lindqvist,2026-12-24 00:00:00,2026-12-25 00:00:00
chg00000000000000000000000000115rt,CHG0011115,Parking lot line paint,Routine facilities change 115: Parking lot line paint in Gymnasium.,Closed,3 - Moderate,Moderate,Normal,Facilities Coordinator,Ingrid Kowalski,2026-12-25 00:00:00,2026-12-26 00:00:00
chg00000000000000000000000000116rt,CHG0011116,Fire panel inspection,Routine facilities change 116: Fire panel inspection in Portable A.,Assess,3 - Moderate,Low,Normal,Facilities Coordinator,Bruno Hernandez,2026-12-26 00:00:00,2026-12-27 00:00:00
chg00000000000000000000000000117rt,CHG0011117,Water fountain repair,Routine facilities change 117: Water fountain repair in Portable B.,Assess,4 - Low,Moderate,Standard,Facilities Coordinator,Lena Serrano,2026-12-27 00:00:00,2026-12-28 00:00:00
chg00000000000000000000000000118rt,CHG0011118,Whiteboard install,Routine facilities change 118: Whiteboard install in Library Learning Commons.,Closed,3 - Moderate,Moderate,Standard,Facilities Coordinator,Ingrid Ivanov,2026-12-28 00:00:00,2026-12-29 00:00:00
chg00000000000000000000000000119rt,CHG0011119,Server room UPS test,Routine facilities change 119: Server room UPS test in Main Office.,Review,3 - Moderate,Low,Standard,Facilities Coordinator,Omar Bauer,2026-12-29 00:00:00,2026-12-30 00:00:00
chg00000000000000000000000000120rt,CHG0011120,Ceiling tile replacement Arts Wing batch 120,"Routine facilities change 120: Ceiling tile replacement Arts Wing batch 120. Standard operational work, no impact on the December 17 board sitting.",Authorize,3 - Moderate,Low,Standard,Facilities Coordinator,Diego Ivanov,2026-12-24 00:00:00,2026-12-26 00:00:00
chg00000000000000000000000000121rt,CHG0011121,Security camera storage expansion batch 121,"Routine facilities change 121: Security camera storage expansion batch 121. Standard operational work, no impact on the December 17 board sitting.",Assess,3 - Moderate,Low,Standard,Custodial Lead,Owen Bianchi,2027-01-19 00:00:00,2027-01-20 00:00:00
chg00000000000000000000000000122rt,CHG0011122,Sports field lighting timer adjustment batch 122,"Routine facilities change 122: Sports field lighting timer adjustment batch 122. Standard operational work, no impact on the December 17 board sitting.",Review,4 - Low,Moderate,Standard,Facilities Coordinator,Diego Ivanov,2027-01-13 00:00:00,2027-01-15 00:00:00
chg00000000000000000000000000123rt,CHG0011123,Gymnasium floor refinish batch 123,"Routine facilities change 123: Gymnasium floor refinish batch 123. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Moderate,Standard,IT Operations,Omar Bauer,2027-01-05 00:00:00,2027-01-07 00:00:00
chg00000000000000000000000000124rt,CHG0011124,Cafeteria vendor rotation Q4 batch 124,"Routine facilities change 124: Cafeteria vendor rotation Q4 batch 124. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Low,Standard,Facilities Coordinator,Grace Osei,2026-12-27 00:00:00,2026-12-30 00:00:00
chg00000000000000000000000000125rt,CHG0011125,Guest wifi captive portal refresh batch 125,"Routine facilities change 125: Guest wifi captive portal refresh batch 125. Standard operational work, no impact on the December 17 board sitting.",Review,2 - High,Low,Standard,Facilities Coordinator,Omar Bauer,2027-01-25 00:00:00,2027-01-27 00:00:00
chg00000000000000000000000000126rt,CHG0011126,Cafeteria vendor rotation Q4 batch 126,"Routine facilities change 126: Cafeteria vendor rotation Q4 batch 126. Standard operational work, no impact on the December 17 board sitting.",Assess,3 - Moderate,Low,Standard,IT Operations,Nadia Chen,2027-01-25 00:00:00,2027-01-27 00:00:00
chg00000000000000000000000000127rt,CHG0011127,Boiler seasonal service Main Building batch 127,"Routine facilities change 127: Boiler seasonal service Main Building batch 127. Standard operational work, no impact on the December 17 board sitting.",Authorize,3 - Moderate,Low,Standard,Facilities Coordinator,Owen Bianchi,2026-12-19 00:00:00,2026-12-20 00:00:00
chg00000000000000000000000000128rt,CHG0011128,Snow removal contract activation batch 128,"Routine facilities change 128: Snow removal contract activation batch 128. Standard operational work, no impact on the December 17 board sitting.",Assess,3 - Moderate,Moderate,Standard,Facilities Coordinator,Grace Osei,2027-01-06 00:00:00,2027-01-07 00:00:00
chg00000000000000000000000000129rt,CHG0011129,Reception desk phone replacement batch 129,"Routine facilities change 129: Reception desk phone replacement batch 129. Standard operational work, no impact on the December 17 board sitting.",Authorize,2 - High,Moderate,Standard,Head of Building Services,Simon Vasquez,2027-01-25 00:00:00,2027-01-28 00:00:00
chg00000000000000000000000000130rt,CHG0011130,Sports field lighting timer adjustment batch 130,"Routine facilities change 130: Sports field lighting timer adjustment batch 130. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Low,Standard,Head of Building Services,Simon Vasquez,2026-12-23 00:00:00,2026-12-25 00:00:00
chg00000000000000000000000000131rt,CHG0011131,PA announcement schedule refresh batch 131,"Routine facilities change 131: PA announcement schedule refresh batch 131. Standard operational work, no impact on the December 17 board sitting.",Review,3 - Moderate,Moderate,Standard,Custodial Lead,Grace Osei,2026-12-20 00:00:00,2026-12-22 00:00:00
chg00000000000000000000000000132rt,CHG0011132,Roof inspection Gymnasium batch 132,"Routine facilities change 132: Roof inspection Gymnasium batch 132. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Low,Standard,Head of Building Services,Owen Bianchi,2026-12-22 00:00:00,2026-12-24 00:00:00
chg00000000000000000000000000133rt,CHG0011133,Printer fleet consolidation batch 133,"Routine facilities change 133: Printer fleet consolidation batch 133. Standard operational work, no impact on the December 17 board sitting.",Scheduled,4 - Low,Moderate,Standard,IT Operations,Nadia Chen,2026-12-21 00:00:00,2026-12-22 00:00:00
chg00000000000000000000000000134rt,CHG0011134,Printer fleet consolidation batch 134,"Routine facilities change 134: Printer fleet consolidation batch 134. Standard operational work, no impact on the December 17 board sitting.",Authorize,3 - Moderate,Moderate,Standard,Facilities Coordinator,Diego Ivanov,2026-12-20 00:00:00,2026-12-23 00:00:00
chg00000000000000000000000000135rt,CHG0011135,Portable heater seasonal check batch 135,"Routine facilities change 135: Portable heater seasonal check batch 135. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Low,Standard,Facilities Coordinator,Diego Ivanov,2026-12-28 00:00:00,2026-12-29 00:00:00
chg00000000000000000000000000136rt,CHG0011136,Cafeteria vendor rotation Q4 batch 136,"Routine facilities change 136: Cafeteria vendor rotation Q4 batch 136. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Low,Standard,Facilities Coordinator,Simon Vasquez,2026-12-21 00:00:00,2026-12-22 00:00:00
chg00000000000000000000000000137rt,CHG0011137,AED unit annual inspection batch 137,"Routine facilities change 137: AED unit annual inspection batch 137. Standard operational work, no impact on the December 17 board sitting.",Scheduled,3 - Moderate,Low,Standard,Facilities Coordinator,Omar Bauer,2027-01-10 00:00:00,2027-01-13 00:00:00
chg00000000000000000000000000138rt,CHG0011138,Fire alarm annual test batch 138,"Routine facilities change 138: Fire alarm annual test batch 138. Standard operational work, no impact on the December 17 board sitting.",Review,4 - Low,Moderate,Standard,Facilities Coordinator,Grace Osei,2027-01-04 00:00:00,2027-01-05 00:00:00
chg00000000000000000000000000139rt,CHG0011139,Wifi access point relocation Portable A batch 139,"Routine facilities change 139: Wifi access point relocation Portable A batch 139. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Low,Standard,IT Operations,Omar Bauer,2027-01-20 00:00:00,2027-01-22 00:00:00
chg00000000000000000000000000140rt,CHG0011140,Ceiling tile replacement Arts Wing batch 140,"Routine facilities change 140: Ceiling tile replacement Arts Wing batch 140. Standard operational work, no impact on the December 17 board sitting.",Scheduled,3 - Moderate,Low,Standard,Facilities Coordinator,Nadia Chen,2027-01-17 00:00:00,2027-01-20 00:00:00
chg00000000000000000000000000141rt,CHG0011141,Snow removal contract activation batch 141,"Routine facilities change 141: Snow removal contract activation batch 141. Standard operational work, no impact on the December 17 board sitting.",Review,4 - Low,Low,Standard,Facilities Coordinator,Omar Bauer,2026-12-22 00:00:00,2026-12-24 00:00:00
chg00000000000000000000000000142rt,CHG0011142,Guest wifi captive portal refresh batch 142,"Routine facilities change 142: Guest wifi captive portal refresh batch 142. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Low,Standard,IT Operations,Diego Ivanov,2026-12-20 00:00:00,2026-12-21 00:00:00
chg00000000000000000000000000143rt,CHG0011143,Custodial supplies restock batch 143,"Routine facilities change 143: Custodial supplies restock batch 143. Standard operational work, no impact on the December 17 board sitting.",Scheduled,2 - High,Low,Standard,Custodial Lead,Diego Ivanov,2027-01-04 00:00:00,2027-01-06 00:00:00
chg00000000000000000000000000144rt,CHG0011144,PA announcement schedule refresh batch 144,"Routine facilities change 144: PA announcement schedule refresh batch 144. Standard operational work, no impact on the December 17 board sitting.",Authorize,3 - Moderate,Low,Standard,Facilities Coordinator,Omar Bauer,2027-01-07 00:00:00,2027-01-10 00:00:00
chg00000000000000000000000000145rt,CHG0011145,Library projector replacement batch 145,"Routine facilities change 145: Library projector replacement batch 145. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Low,Standard,Custodial Lead,Simon Vasquez,2027-01-12 00:00:00,2027-01-15 00:00:00
chg00000000000000000000000000146rt,CHG0011146,Library projector replacement batch 146,"Routine facilities change 146: Library projector replacement batch 146. Standard operational work, no impact on the December 17 board sitting.",Implement,2 - High,Moderate,Standard,Custodial Lead,Simon Vasquez,2026-12-28 00:00:00,2026-12-30 00:00:00
chg00000000000000000000000000147rt,CHG0011147,Gymnasium floor refinish batch 147,"Routine facilities change 147: Gymnasium floor refinish batch 147. Standard operational work, no impact on the December 17 board sitting.",Review,4 - Low,Low,Standard,Custodial Lead,Simon Vasquez,2027-01-17 00:00:00,2027-01-20 00:00:00
chg00000000000000000000000000148rt,CHG0011148,Fire alarm annual test batch 148,"Routine facilities change 148: Fire alarm annual test batch 148. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Moderate,Standard,Facilities Coordinator,Omar Bauer,2026-12-20 00:00:00,2026-12-22 00:00:00
chg00000000000000000000000000149rt,CHG0011149,Access badge reader firmware update batch 149,"Routine facilities change 149: Access badge reader firmware update batch 149. Standard operational work, no impact on the December 17 board sitting.",Authorize,2 - High,Moderate,Standard,Head of Building Services,Omar Bauer,2027-01-19 00:00:00,2027-01-22 00:00:00
chg00000000000000000000000000150rt,CHG0011150,Pest control quarterly visit batch 150,"Routine facilities change 150: Pest control quarterly visit batch 150. Standard operational work, no impact on the December 17 board sitting.",Scheduled,4 - Low,Low,Standard,IT Operations,Diego Ivanov,2026-12-27 00:00:00,2026-12-29 00:00:00
chg00000000000000000000000000151rt,CHG0011151,Wifi access point relocation Portable A batch 151,"Routine facilities change 151: Wifi access point relocation Portable A batch 151. Standard operational work, no impact on the December 17 board sitting.",Implement,2 - High,Moderate,Standard,Custodial Lead,Diego Ivanov,2026-12-18 00:00:00,2026-12-21 00:00:00
chg00000000000000000000000000152rt,CHG0011152,PA announcement schedule refresh batch 152,"Routine facilities change 152: PA announcement schedule refresh batch 152. Standard operational work, no impact on the December 17 board sitting.",Scheduled,3 - Moderate,Moderate,Standard,Facilities Coordinator,Grace Osei,2026-12-25 00:00:00,2026-12-26 00:00:00
chg00000000000000000000000000153rt,CHG0011153,Printer fleet consolidation batch 153,"Routine facilities change 153: Printer fleet consolidation batch 153. Standard operational work, no impact on the December 17 board sitting.",Implement,2 - High,Moderate,Standard,IT Operations,Grace Osei,2026-12-25 00:00:00,2026-12-28 00:00:00
chg00000000000000000000000000154rt,CHG0011154,Boiler seasonal service Main Building batch 154,"Routine facilities change 154: Boiler seasonal service Main Building batch 154. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Low,Standard,Facilities Coordinator,Owen Bianchi,2027-01-17 00:00:00,2027-01-19 00:00:00
chg00000000000000000000000000155rt,CHG0011155,Access badge reader firmware update batch 155,"Routine facilities change 155: Access badge reader firmware update batch 155. Standard operational work, no impact on the December 17 board sitting.",Review,3 - Moderate,Low,Standard,Facilities Coordinator,Diego Ivanov,2026-12-23 00:00:00,2026-12-26 00:00:00
chg00000000000000000000000000156rt,CHG0011156,AED unit annual inspection batch 156,"Routine facilities change 156: AED unit annual inspection batch 156. Standard operational work, no impact on the December 17 board sitting.",Assess,3 - Moderate,Low,Standard,Head of Building Services,Grace Osei,2027-01-14 00:00:00,2027-01-17 00:00:00
chg00000000000000000000000000157rt,CHG0011157,Sports field lighting timer adjustment batch 157,"Routine facilities change 157: Sports field lighting timer adjustment batch 157. Standard operational work, no impact on the December 17 board sitting.",Review,2 - High,Low,Standard,Facilities Coordinator,Simon Vasquez,2027-01-24 00:00:00,2027-01-26 00:00:00
chg00000000000000000000000000158rt,CHG0011158,Chromebook fleet reimage batch batch 158,"Routine facilities change 158: Chromebook fleet reimage batch batch 158. Standard operational work, no impact on the December 17 board sitting.",Scheduled,3 - Moderate,Low,Standard,Facilities Coordinator,Owen Bianchi,2027-01-20 00:00:00,2027-01-23 00:00:00
chg00000000000000000000000000159rt,CHG0011159,Guest wifi captive portal refresh batch 159,"Routine facilities change 159: Guest wifi captive portal refresh batch 159. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Moderate,Standard,Custodial Lead,Nadia Chen,2026-12-18 00:00:00,2026-12-21 00:00:00
chg00000000000000000000000000160rt,CHG0011160,Reception desk phone replacement batch 160,"Routine facilities change 160: Reception desk phone replacement batch 160. Standard operational work, no impact on the December 17 board sitting.",Authorize,3 - Moderate,Moderate,Standard,IT Operations,Simon Vasquez,2026-12-18 00:00:00,2026-12-20 00:00:00
chg00000000000000000000000000161rt,CHG0011161,Reception desk phone replacement batch 161,"Routine facilities change 161: Reception desk phone replacement batch 161. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Low,Standard,Facilities Coordinator,Grace Osei,2026-12-26 00:00:00,2026-12-27 00:00:00
chg00000000000000000000000000162rt,CHG0011162,Portable heater seasonal check batch 162,"Routine facilities change 162: Portable heater seasonal check batch 162. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Low,Standard,Facilities Coordinator,Omar Bauer,2027-01-15 00:00:00,2027-01-17 00:00:00
chg00000000000000000000000000163rt,CHG0011163,Chromebook fleet reimage batch batch 163,"Routine facilities change 163: Chromebook fleet reimage batch batch 163. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Moderate,Standard,Custodial Lead,Simon Vasquez,2026-12-20 00:00:00,2026-12-21 00:00:00
chg00000000000000000000000000164rt,CHG0011164,Network switch replacement Learning Commons batch 164,"Routine facilities change 164: Network switch replacement Learning Commons batch 164. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Moderate,Standard,Head of Building Services,Omar Bauer,2026-12-20 00:00:00,2026-12-21 00:00:00
chg00000000000000000000000000165rt,CHG0011165,Emergency lighting battery replacement batch 165,"Routine facilities change 165: Emergency lighting battery replacement batch 165. Standard operational work, no impact on the December 17 board sitting.",Scheduled,4 - Low,Low,Standard,IT Operations,Grace Osei,2026-12-20 00:00:00,2026-12-22 00:00:00
chg00000000000000000000000000166rt,CHG0011166,Library projector replacement batch 166,"Routine facilities change 166: Library projector replacement batch 166. Standard operational work, no impact on the December 17 board sitting.",Review,4 - Low,Low,Standard,Head of Building Services,Nadia Chen,2027-01-11 00:00:00,2027-01-12 00:00:00
chg00000000000000000000000000167rt,CHG0011167,Security camera storage expansion batch 167,"Routine facilities change 167: Security camera storage expansion batch 167. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Low,Standard,Head of Building Services,Owen Bianchi,2027-01-04 00:00:00,2027-01-07 00:00:00
chg00000000000000000000000000168rt,CHG0011168,Security camera storage expansion batch 168,"Routine facilities change 168: Security camera storage expansion batch 168. Standard operational work, no impact on the December 17 board sitting.",Assess,3 - Moderate,Low,Standard,IT Operations,Nadia Chen,2026-12-19 00:00:00,2026-12-21 00:00:00
chg00000000000000000000000000169rt,CHG0011169,Cafeteria vendor rotation Q4 batch 169,"Routine facilities change 169: Cafeteria vendor rotation Q4 batch 169. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Moderate,Standard,Custodial Lead,Diego Ivanov,2027-01-03 00:00:00,2027-01-06 00:00:00
chg00000000000000000000000000170rt,CHG0011170,Custodial supplies restock batch 170,"Routine facilities change 170: Custodial supplies restock batch 170. Standard operational work, no impact on the December 17 board sitting.",Assess,3 - Moderate,Low,Standard,IT Operations,Omar Bauer,2026-12-24 00:00:00,2026-12-25 00:00:00
chg00000000000000000000000000171rt,CHG0011171,Backup generator load test batch 171,"Routine facilities change 171: Backup generator load test batch 171. Standard operational work, no impact on the December 17 board sitting.",Review,3 - Moderate,Low,Standard,Facilities Coordinator,Diego Ivanov,2027-01-25 00:00:00,2027-01-28 00:00:00
chg00000000000000000000000000172rt,CHG0011172,Gymnasium floor refinish batch 172,"Routine facilities change 172: Gymnasium floor refinish batch 172. Standard operational work, no impact on the December 17 board sitting.",Scheduled,2 - High,Moderate,Standard,Head of Building Services,Grace Osei,2027-01-11 00:00:00,2027-01-12 00:00:00
chg00000000000000000000000000173rt,CHG0011173,IT helpdesk rota update batch 173,"Routine facilities change 173: IT helpdesk rota update batch 173. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Low,Standard,Facilities Coordinator,Owen Bianchi,2026-12-24 00:00:00,2026-12-27 00:00:00
chg00000000000000000000000000174rt,CHG0011174,Roof inspection Gymnasium batch 174,"Routine facilities change 174: Roof inspection Gymnasium batch 174. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Low,Standard,Facilities Coordinator,Omar Bauer,2026-12-22 00:00:00,2026-12-25 00:00:00
chg00000000000000000000000000175rt,CHG0011175,Elevator annual inspection batch 175,"Routine facilities change 175: Elevator annual inspection batch 175. Standard operational work, no impact on the December 17 board sitting.",Scheduled,4 - Low,Low,Standard,Custodial Lead,Nadia Chen,2026-12-28 00:00:00,2026-12-29 00:00:00
chg00000000000000000000000000176rt,CHG0011176,Boiler seasonal service Main Building batch 176,"Routine facilities change 176: Boiler seasonal service Main Building batch 176. Standard operational work, no impact on the December 17 board sitting.",Implement,3 - Moderate,Moderate,Standard,IT Operations,Diego Ivanov,2026-12-26 00:00:00,2026-12-28 00:00:00
chg00000000000000000000000000177rt,CHG0011177,Portable heater seasonal check batch 177,"Routine facilities change 177: Portable heater seasonal check batch 177. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Moderate,Standard,Facilities Coordinator,Grace Osei,2027-01-12 00:00:00,2027-01-14 00:00:00
chg00000000000000000000000000178rt,CHG0011178,Printer fleet consolidation batch 178,"Routine facilities change 178: Printer fleet consolidation batch 178. Standard operational work, no impact on the December 17 board sitting.",Authorize,3 - Moderate,Moderate,Standard,IT Operations,Grace Osei,2026-12-18 00:00:00,2026-12-20 00:00:00
chg00000000000000000000000000179rt,CHG0011179,Portable heater seasonal check batch 179,"Routine facilities change 179: Portable heater seasonal check batch 179. Standard operational work, no impact on the December 17 board sitting.",Review,4 - Low,Low,Standard,IT Operations,Omar Bauer,2027-01-07 00:00:00,2027-01-09 00:00:00
chg00000000000000000000000000180rt,CHG0011180,Snow removal contract activation batch 180,"Routine facilities change 180: Snow removal contract activation batch 180. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Moderate,Standard,Facilities Coordinator,Omar Bauer,2026-12-26 00:00:00,2026-12-29 00:00:00
chg00000000000000000000000000181rt,CHG0011181,Cafeteria vendor rotation Q4 batch 181,"Routine facilities change 181: Cafeteria vendor rotation Q4 batch 181. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Low,Standard,Facilities Coordinator,Owen Bianchi,2026-12-21 00:00:00,2026-12-22 00:00:00
chg00000000000000000000000000182rt,CHG0011182,Roof inspection Gymnasium batch 182,"Routine facilities change 182: Roof inspection Gymnasium batch 182. Standard operational work, no impact on the December 17 board sitting.",Implement,3 - Moderate,Low,Standard,Custodial Lead,Owen Bianchi,2027-01-03 00:00:00,2027-01-06 00:00:00
chg00000000000000000000000000183rt,CHG0011183,Fire alarm annual test batch 183,"Routine facilities change 183: Fire alarm annual test batch 183. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Low,Standard,Facilities Coordinator,Nadia Chen,2026-12-20 00:00:00,2026-12-21 00:00:00
chg00000000000000000000000000184rt,CHG0011184,PA system firmware upgrade batch 184,"Routine facilities change 184: PA system firmware upgrade batch 184. Standard operational work, no impact on the December 17 board sitting.",Scheduled,4 - Low,Low,Standard,Facilities Coordinator,Omar Bauer,2027-01-23 00:00:00,2027-01-25 00:00:00
chg00000000000000000000000000185rt,CHG0011185,Science Wing water filter service batch 185,"Routine facilities change 185: Science Wing water filter service batch 185. Standard operational work, no impact on the December 17 board sitting.",Implement,3 - Moderate,Moderate,Standard,Facilities Coordinator,Owen Bianchi,2026-12-26 00:00:00,2026-12-29 00:00:00
chg00000000000000000000000000186rt,CHG0011186,PA system firmware upgrade batch 186,"Routine facilities change 186: PA system firmware upgrade batch 186. Standard operational work, no impact on the December 17 board sitting.",Review,4 - Low,Low,Standard,Facilities Coordinator,Nadia Chen,2026-12-21 00:00:00,2026-12-24 00:00:00
chg00000000000000000000000000187rt,CHG0011187,Cafeteria vendor rotation Q4 batch 187,"Routine facilities change 187: Cafeteria vendor rotation Q4 batch 187. Standard operational work, no impact on the December 17 board sitting.",Scheduled,3 - Moderate,Moderate,Standard,Facilities Coordinator,Simon Vasquez,2027-01-03 00:00:00,2027-01-05 00:00:00
chg00000000000000000000000000188rt,CHG0011188,Guest wifi captive portal refresh batch 188,"Routine facilities change 188: Guest wifi captive portal refresh batch 188. Standard operational work, no impact on the December 17 board sitting.",Review,4 - Low,Low,Standard,Facilities Coordinator,Omar Bauer,2026-12-26 00:00:00,2026-12-29 00:00:00
chg00000000000000000000000000189rt,CHG0011189,Access badge reader firmware update batch 189,"Routine facilities change 189: Access badge reader firmware update batch 189. Standard operational work, no impact on the December 17 board sitting.",Implement,2 - High,Low,Standard,Facilities Coordinator,Simon Vasquez,2027-01-11 00:00:00,2027-01-12 00:00:00
chg00000000000000000000000000190rt,CHG0011190,Access badge reader firmware update batch 190,"Routine facilities change 190: Access badge reader firmware update batch 190. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Moderate,Standard,IT Operations,Owen Bianchi,2027-01-04 00:00:00,2027-01-05 00:00:00
chg00000000000000000000000000191rt,CHG0011191,Chromebook fleet reimage batch batch 191,"Routine facilities change 191: Chromebook fleet reimage batch batch 191. Standard operational work, no impact on the December 17 board sitting.",Scheduled,3 - Moderate,Moderate,Standard,Head of Building Services,Nadia Chen,2027-01-12 00:00:00,2027-01-15 00:00:00
chg00000000000000000000000000192rt,CHG0011192,Printer fleet consolidation batch 192,"Routine facilities change 192: Printer fleet consolidation batch 192. Standard operational work, no impact on the December 17 board sitting.",Review,4 - Low,Low,Standard,Facilities Coordinator,Omar Bauer,2026-12-21 00:00:00,2026-12-22 00:00:00
chg00000000000000000000000000193rt,CHG0011193,Gymnasium floor refinish batch 193,"Routine facilities change 193: Gymnasium floor refinish batch 193. Standard operational work, no impact on the December 17 board sitting.",Implement,3 - Moderate,Low,Standard,Facilities Coordinator,Grace Osei,2027-01-15 00:00:00,2027-01-18 00:00:00
chg00000000000000000000000000194rt,CHG0011194,Pest control quarterly visit batch 194,"Routine facilities change 194: Pest control quarterly visit batch 194. Standard operational work, no impact on the December 17 board sitting.",Assess,3 - Moderate,Low,Standard,Head of Building Services,Nadia Chen,2026-12-28 00:00:00,2026-12-31 00:00:00
chg00000000000000000000000000195rt,CHG0011195,Snow removal contract activation batch 195,"Routine facilities change 195: Snow removal contract activation batch 195. Standard operational work, no impact on the December 17 board sitting.",Assess,3 - Moderate,Moderate,Standard,Facilities Coordinator,Simon Vasquez,2026-12-24 00:00:00,2026-12-26 00:00:00
chg00000000000000000000000000196rt,CHG0011196,PA system firmware upgrade batch 196,"Routine facilities change 196: PA system firmware upgrade batch 196. Standard operational work, no impact on the December 17 board sitting.",Scheduled,3 - Moderate,Moderate,Standard,IT Operations,Owen Bianchi,2027-01-07 00:00:00,2027-01-10 00:00:00
chg00000000000000000000000000197rt,CHG0011197,Server room UPS test batch 197,"Routine facilities change 197: Server room UPS test batch 197. Standard operational work, no impact on the December 17 board sitting.",Review,2 - High,Low,Standard,Head of Building Services,Grace Osei,2026-12-20 00:00:00,2026-12-21 00:00:00
chg00000000000000000000000000198rt,CHG0011198,Boiler seasonal service Main Building batch 198,"Routine facilities change 198: Boiler seasonal service Main Building batch 198. Standard operational work, no impact on the December 17 board sitting.",Scheduled,3 - Moderate,Low,Standard,Head of Building Services,Owen Bianchi,2027-01-06 00:00:00,2027-01-09 00:00:00
chg00000000000000000000000000199rt,CHG0011199,Fire alarm annual test batch 199,"Routine facilities change 199: Fire alarm annual test batch 199. Standard operational work, no impact on the December 17 board sitting.",Scheduled,4 - Low,Low,Standard,IT Operations,Owen Bianchi,2027-01-16 00:00:00,2027-01-19 00:00:00
chg00000000000000000000000000200rt,CHG0011200,Guest wifi captive portal refresh batch 200,"Routine facilities change 200: Guest wifi captive portal refresh batch 200. Standard operational work, no impact on the December 17 board sitting.",Authorize,4 - Low,Low,Standard,Facilities Coordinator,Grace Osei,2026-12-27 00:00:00,2026-12-30 00:00:00
chg00000000000000000000000000201rt,CHG0011201,PA system firmware upgrade batch 201,"Routine facilities change 201: PA system firmware upgrade batch 201. Standard operational work, no impact on the December 17 board sitting.",Implement,3 - Moderate,Moderate,Standard,Head of Building Services,Simon Vasquez,2027-01-25 00:00:00,2027-01-27 00:00:00
chg00000000000000000000000000202rt,CHG0011202,Elevator annual inspection batch 202,"Routine facilities change 202: Elevator annual inspection batch 202. Standard operational work, no impact on the December 17 board sitting.",Review,2 - High,Moderate,Standard,Head of Building Services,Simon Vasquez,2027-01-18 00:00:00,2027-01-21 00:00:00
chg00000000000000000000000000203rt,CHG0011203,Wifi access point relocation Portable A batch 203,"Routine facilities change 203: Wifi access point relocation Portable A batch 203. Standard operational work, no impact on the December 17 board sitting.",Assess,4 - Low,Low,Standard,Head of Building Services,Omar Bauer,2027-01-05 00:00:00,2027-01-07 00:00:00
chg00000000000000000000000000204rt,CHG0011204,Network switch replacement Learning Commons batch 204,"Routine facilities change 204: Network switch replacement Learning Commons batch 204. Standard operational work, no impact on the December 17 board sitting.",Implement,4 - Low,Low,Standard,Custodial Lead,Simon Vasquez,2027-01-25 00:00:00,2027-01-28 00:00:00
chg00000000000000000000000000205rt,CHG0011205,Snow removal contract activation batch 205,"Routine facilities change 205: Snow removal contract activation batch 205. Standard operational work, no impact on the December 17 board sitting.",Review,3 - Moderate,Moderate,Standard,Custodial Lead,Owen Bianchi,2027-01-04 00:00:00,2027-01-05 00:00:00
chg00000000000000000000000000206rt,CHG0011206,Wifi access point relocation Portable A batch 206,"Routine facilities change 206: Wifi access point relocation Portable A batch 206. Standard operational work, no impact on the December 17 board sitting.",Authorize,3 - Moderate,Moderate,Standard,Facilities Coordinator,Owen Bianchi,2027-01-04 00:00:00,2027-01-06 00:00:00
chg00000000000000000000000000207rt,CHG0011207,Network switch replacement Learning Commons batch 207,"Routine facilities change 207: Network switch replacement Learning Commons batch 207. Standard operational work, no impact on the December 17 board sitting.",Authorize,3 - Moderate,Low,Standard,Facilities Coordinator,Diego Ivanov,2027-01-23 00:00:00,2027-01-24 00:00:00
