response_id,submitted_date,channel,ward,language,respondent_type,corridor_referenced,sentiment,top_concern,secondary_concern,verbatim_snippet,reached_via,delivery_id_ref
RSP-102306,2026-05-12,intercept_survey,Milton-Parc,ar,individual_resident,Rachel,support,parking_loss,,yajib al hifadh 3ala waqt taslim assabahi,social_share,EML-0502487
RSP-102421,2026-05-12,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,concern,accessibility,transit_frequency,Il faut penser aux locataires deja fragiles sur le corridor,walkup,EML-0502219
RSP-102714,2026-05-12,portal,Mile End,en,advocacy_group,Saint_Denis,strong_opposition,tree_canopy,displacement_risk,Older residents on my block will not be able to reach services,direct_link,SMS-0500463
RSP-103206,2026-05-12,portal,Plateau-Mont-Royal,en,individual_resident,Rachel,support,tree_canopy,accessibility,I bike to work on Rachel every day and this will make it safer,direct_link,EML-0502153
RSP-103221,2026-05-12,portal,Plateau-Mont-Royal,en,resident_association,Saint_Denis,concern,delivery_access,parking_loss,Snow removal on the new lane must be reliable or it defeats the purpose,walkup,EML-0900095
RSP-103276,2026-05-12,portal,Plateau-Mont-Royal,en,business_owner,Saint_Denis,strong_opposition,parking_loss,bike_lane_safety,Snow removal on the new lane must be reliable or it defeats the purpose,portal_search,SMS-0501071
RSP-103366,2026-05-12,portal,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,strong_support,accessibility,parking_loss,Transit stops need to be redesigned for accessibility,direct_link,EML-0502685
RSP-100001,2026-05-13,community_meeting_signin,Milton-Parc,en,individual_resident,Mont_Royal,support,snow_removal,tree_canopy,Transit stops need to be redesigned for accessibility,social_share,SMS-0500565
RSP-100180,2026-05-13,portal,Mile End,fr,individual_resident,Saint_Laurent_North,strong_support,tree_canopy,delivery_access,Le nouveau design de l arret rendra le service beaucoup plus fiable,meeting_flyer,EML-0502392
RSP-100211,2026-05-13,intercept_survey,Plateau-Mont-Royal,en,business_owner,Saint_Laurent_North,neutral,parking_loss,,Please keep the plan strong the neighbourhood needs this,reminder_sms,EML-0900560
RSP-100368,2026-05-13,intercept_survey,Mile End,fr,individual_resident,Mont_Royal,support,parking_loss,,Je marche cette rue tous les matins et une piste protegee change tout,reminder_sms,SMS-0900565
RSP-100487,2026-05-13,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,support,displacement_risk,bike_lane_safety,Un corridor cyclable continu sur Rachel c est vraiment attendu,portal_search,
RSP-100532,2026-05-13,community_meeting_signin,Jeanne-Mance,fr,resident_association,Saint_Denis,neutral,tree_canopy,transit_frequency,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_email,SMS-0500577
RSP-100555,2026-05-13,community_meeting_signin,Jeanne-Mance,fr,individual_resident,Rachel,concern,tree_canopy,accessibility,L hiver la piste devient inutilisable si le deneigement suit pas,meeting_flyer,SMS-0501141
RSP-100635,2026-05-13,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,concern,parking_loss,,L hiver la piste devient inutilisable si le deneigement suit pas,direct_link,SMS-0900633
RSP-100845,2026-05-13,portal,Mile End,fr,community_group,Saint_Denis,support,displacement_risk,snow_removal,Les enfants pourront enfin traverser Mont Royal sans stress,social_share,SMS-0900102
RSP-100901,2026-05-13,portal,Plateau-Mont-Royal,vi,individual_resident,Saint_Denis,neutral,accessibility,enforcement,chung toi can them thong tin bang tieng viet,meeting_flyer,EML-0502061
RSP-101001,2026-05-13,community_meeting_signin,Mile End,fr,individual_resident,Mont_Royal,strong_support,pedestrian_safety,,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_sms,EML-0502080
RSP-101004,2026-05-13,portal,Mile End,fr,individual_resident,Mont_Royal,support,snow_removal,displacement_risk,Les livraisons peuvent tres bien se faire tot le matin,portal_search,SMS-0501083
RSP-101028,2026-05-13,sms_reply,Jeanne-Mance,ar,visitor,Mont_Royal,concern,accessibility,,salamat almusshah 3ind alintiqal muhima,portal_search,SMS-0501497
RSP-101063,2026-05-13,portal,Mile End,en,individual_resident,Mont_Royal,neutral,snow_removal,enforcement,Transit stops need to be redesigned for accessibility,direct_link,SMS-0500469
RSP-101135,2026-05-13,portal,Mile End,ar,individual_resident,Multiple,neutral,delivery_access,parking_loss,yajib al hifadh 3ala waqt taslim assabahi,portal_search,EML-0900108
RSP-101280,2026-05-13,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,concern,bike_lane_safety,,Il faut penser aux locataires deja fragiles sur le corridor,meeting_flyer,SMS-0900657
RSP-101480,2026-05-13,community_meeting_signin,Plateau-Mont-Royal,bn,individual_resident,Rachel,strong_support,bike_lane_safety,,amader bhasha te tathya kom asche,walkup,EML-0501891
RSP-101516,2026-05-13,portal,Plateau-Mont-Royal,en,business_owner,Saint_Denis,support,delivery_access,pedestrian_safety,As a small business owner I welcome slower traffic and more foot traffic,direct_link,SMS-0500711
RSP-101857,2026-05-13,portal,Mile End,fr,business_owner,Saint_Denis,concern,delivery_access,,La circulation va se deverser sur les rues residentielles,reminder_sms,SMS-0501216
RSP-102063,2026-05-13,portal,Plateau-Mont-Royal,fr,resident_association,Mont_Royal,neutral,tree_canopy,,Les livraisons peuvent tres bien se faire tot le matin,social_share,SMS-0900431
RSP-102095,2026-05-13,community_meeting_signin,Mile End,fr,business_owner,Multiple,support,snow_removal,noise,Les livraisons peuvent tres bien se faire tot le matin,reminder_email,SMS-0501110
RSP-102123,2026-05-13,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,neutral,delivery_access,parking_loss,Je marche cette rue tous les matins et une piste protegee change tout,reminder_sms,SMS-0500461
RSP-102305,2026-05-13,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,concern,delivery_access,,Enforcement of no parking zones is inconsistent in my experience,reminder_email,SMS-0500374
RSP-102313,2026-05-13,portal,Plateau-Mont-Royal,fr,advocacy_group,Multiple,support,snow_removal,accessibility,Je marche cette rue tous les matins et une piste protegee change tout,portal_search,SMS-0501031
RSP-102710,2026-05-13,portal,Jeanne-Mance,fr,business_owner,Saint_Denis,strong_opposition,snow_removal,accessibility,La circulation va se deverser sur les rues residentielles,walkup,EML-0501617
RSP-102821,2026-05-13,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Joseph,strong_support,accessibility,displacement_risk,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,reminder_email,EML-0502248
RSP-102920,2026-05-13,community_meeting_signin,Plateau-Mont-Royal,en,individual_resident,Rachel,support,displacement_risk,,Trees and benches will make this corridor liveable again,walkup,SMS-0500903
RSP-102927,2026-05-13,portal,Mile End,en,business_owner,Saint_Joseph,strong_support,pedestrian_safety,,As a small business owner I welcome slower traffic and more foot traffic,meeting_flyer,SMS-0500348
RSP-103069,2026-05-13,portal,Mile End,fr,individual_resident,Mont_Royal,support,enforcement,,Les enfants pourront enfin traverser Mont Royal sans stress,direct_link,SMS-0900004
RSP-103077,2026-05-13,portal,Jeanne-Mance,fr,individual_resident,Saint_Denis,support,noise,,Un corridor cyclable continu sur Rachel c est vraiment attendu,direct_link,SMS-0501236
RSP-103181,2026-05-13,portal,Plateau-Mont-Royal,ar,individual_resident,Saint_Denis,concern,transit_frequency,pedestrian_safety,nahtaj ila mazid min alma3loomat bil arabia,walkup,EML-0900366
RSP-103270,2026-05-13,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,concern,accessibility,,Delivery access on Saint Denis is critical please preserve morning windows,reminder_email,EML-0501789
RSP-103451,2026-05-13,portal,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,neutral,bike_lane_safety,transit_frequency,Please keep the plan strong the neighbourhood needs this,social_share,SMS-0500912
RSP-100356,2026-05-14,portal,Plateau-Mont-Royal,en,community_group,None,support,noise,,The community meetings have been well organized and thoughtful,walkup,SMS-0900111
RSP-100656,2026-05-14,portal,Mile End,fr,individual_resident,Multiple,strong_support,enforcement,transit_frequency,Un corridor cyclable continu sur Rachel c est vraiment attendu,portal_search,SMS-0501223
RSP-100758,2026-05-14,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Joseph,neutral,pedestrian_safety,,I bike to work on Rachel every day and this will make it safer,social_share,SMS-0500886
RSP-100861,2026-05-14,community_meeting_signin,Mile End,fr,resident_association,Saint_Denis,support,tree_canopy,,Je marche cette rue tous les matins et une piste protegee change tout,meeting_flyer,SMS-0501248
RSP-100889,2026-05-14,community_meeting_signin,Milton-Parc,fr,community_group,Mont_Royal,support,displacement_risk,delivery_access,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,portal_search,
RSP-101200,2026-05-14,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,neutral,pedestrian_safety,,Ma petite entreprise gagne quand le quartier est marchable,meeting_flyer,EML-0502238
RSP-101288,2026-05-14,intercept_survey,Jeanne-Mance,fr,business_owner,Saint_Denis,neutral,parking_loss,bike_lane_safety,Je soutiens le projet meme si je perds ma place de stationnement,direct_link,SMS-0501243
RSP-101297,2026-05-14,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Joseph,neutral,tree_canopy,parking_loss,Le nouveau design de l arret rendra le service beaucoup plus fiable,walkup,EML-0502202
RSP-101350,2026-05-14,portal,Milton-Parc,en,individual_resident,Saint_Denis,strong_opposition,snow_removal,,Enforcement of no parking zones is inconsistent in my experience,reminder_sms,EML-0900026
RSP-101481,2026-05-14,portal,Mile End,en,business_owner,Saint_Denis,neutral,transit_frequency,,Trees and benches will make this corridor liveable again,direct_link,
RSP-101539,2026-05-14,intercept_survey,Mile End,fr,individual_resident,Mont_Royal,concern,bike_lane_safety,pedestrian_safety,Ou vont se garer les residents plus ages du bloc,reminder_email,SMS-0501063
RSP-101819,2026-05-14,portal,Plateau-Mont-Royal,en,advocacy_group,Rachel,neutral,bike_lane_safety,tree_canopy,My kids can finally walk to school without dodging cars,social_share,SMS-0900414
RSP-101968,2026-05-14,portal,Milton-Parc,fr,individual_resident,Multiple,neutral,snow_removal,bike_lane_safety,Un corridor cyclable continu sur Rachel c est vraiment attendu,direct_link,SMS-0501469
RSP-102113,2026-05-14,portal,Milton-Parc,fr,advocacy_group,Multiple,support,pedestrian_safety,transit_frequency,Les livraisons peuvent tres bien se faire tot le matin,portal_search,EML-0501818
RSP-102231,2026-05-14,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,support,bike_lane_safety,noise,Ma petite entreprise gagne quand le quartier est marchable,direct_link,EML-0900541
RSP-102332,2026-05-14,community_meeting_signin,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,neutral,bike_lane_safety,delivery_access,Transit stops need to be redesigned for accessibility,social_share,EML-0900741
RSP-102336,2026-05-14,sms_reply,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,support,bike_lane_safety,delivery_access,The community meetings have been well organized and thoughtful,walkup,SMS-0900837
RSP-102393,2026-05-14,intercept_survey,Milton-Parc,fr,resident_association,Rachel,concern,parking_loss,delivery_access,Nous avons besoin d une fenetre de livraison entre 7h et 10h,direct_link,EML-0900609
RSP-102463,2026-05-14,portal,Plateau-Mont-Royal,ar,advocacy_group,None,strong_support,pedestrian_safety,,3adad al ashjar 3ala assharia3 mahdood,walkup,SMS-0900152
RSP-102687,2026-05-14,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Saint_Joseph,support,accessibility,,Je soutiens le projet meme si je perds ma place de stationnement,direct_link,EML-0900821
RSP-102694,2026-05-14,portal,Mile End,fr,business_owner,None,neutral,bike_lane_safety,,Les livraisons peuvent tres bien se faire tot le matin,reminder_sms,SMS-0900263
RSP-102722,2026-05-14,portal,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,strong_support,transit_frequency,parking_loss,Je soutiens le projet meme si je perds ma place de stationnement,reminder_sms,EML-0900155
RSP-102723,2026-05-14,email_form,Jeanne-Mance,en,business_owner,Mont_Royal,strong_opposition,parking_loss,accessibility,Traffic will push into residential side streets that are already busy,direct_link,EML-0900968
RSP-102775,2026-05-14,portal,Plateau-Mont-Royal,vi,business_owner,Saint_Denis,concern,transit_frequency,delivery_access,cho phep giao hang buoi sang la can thiet,social_share,SMS-0500678
RSP-102782,2026-05-14,intercept_survey,Plateau-Mont-Royal,en,business_owner,Saint_Denis,strong_opposition,parking_loss,transit_frequency,Enforcement of no parking zones is inconsistent in my experience,walkup,
RSP-103017,2026-05-14,portal,Plateau-Mont-Royal,fr,advocacy_group,Saint_Joseph,strong_support,tree_canopy,noise,Je soutiens le projet meme si je perds ma place de stationnement,walkup,EML-0900309
RSP-103262,2026-05-14,portal,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,neutral,displacement_risk,snow_removal,Les livraisons peuvent tres bien se faire tot le matin,direct_link,SMS-0500850
RSP-103304,2026-05-14,portal,Plateau-Mont-Royal,ar,business_owner,Saint_Denis,concern,displacement_risk,noise,3adad al ashjar 3ala assharia3 mahdood,reminder_email,EML-0900432
RSP-103494,2026-05-14,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Multiple,support,accessibility,snow_removal,Je marche cette rue tous les matins et une piste protegee change tout,reminder_sms,EML-0501593
RSP-100217,2026-05-15,portal,Plateau-Mont-Royal,fr,resident_association,Saint_Denis,support,snow_removal,accessibility,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_email,SMS-0500014
RSP-100408,2026-05-15,intercept_survey,Plateau-Mont-Royal,en,resident_association,Multiple,strong_opposition,enforcement,delivery_access,Traffic will push into residential side streets that are already busy,reminder_sms,EML-0502152
RSP-100521,2026-05-15,community_meeting_signin,Mile End,fr,individual_resident,Rachel,concern,accessibility,pedestrian_safety,L hiver la piste devient inutilisable si le deneigement suit pas,reminder_email,EML-0502180
RSP-100672,2026-05-15,portal,Mile End,en,individual_resident,Saint_Denis,neutral,delivery_access,bike_lane_safety,I bike to work on Rachel every day and this will make it safer,meeting_flyer,SMS-0900367
RSP-100736,2026-05-15,portal,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,strong_opposition,pedestrian_safety,delivery_access,Le bruit des terrasses jusque tard le soir est deja un enjeu,direct_link,SMS-0500891
RSP-100991,2026-05-15,intercept_survey,Mile End,fr,individual_resident,Multiple,neutral,delivery_access,noise,Un corridor cyclable continu sur Rachel c est vraiment attendu,social_share,SMS-0900600
RSP-101074,2026-05-15,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,strong_opposition,delivery_access,parking_loss,Je crains les impacts sur mon commerce si les livraisons sont bloquees,reminder_sms,SMS-0501181
RSP-101235,2026-05-15,portal,Mile End,en,individual_resident,Mont_Royal,support,displacement_risk,,A protected lane on Saint Denis is long overdue,walkup,EML-0502083
RSP-101372,2026-05-15,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Saint_Laurent_North,strong_opposition,parking_loss,transit_frequency,Enforcement of no parking zones is inconsistent in my experience,social_share,SMS-0900527
RSP-101465,2026-05-15,community_meeting_signin,Mile End,fr,individual_resident,None,support,enforcement,displacement_risk,Ma petite entreprise gagne quand le quartier est marchable,direct_link,EML-0900713
RSP-101594,2026-05-15,portal,Plateau-Mont-Royal,en,community_group,Saint_Joseph,concern,accessibility,pedestrian_safety,Enforcement of no parking zones is inconsistent in my experience,portal_search,EML-0501748
RSP-101688,2026-05-15,portal,Plateau-Mont-Royal,fr,individual_resident,Rachel,strong_support,noise,,Les livraisons peuvent tres bien se faire tot le matin,social_share,SMS-0900447
RSP-101698,2026-05-15,portal,Plateau-Mont-Royal,vi,individual_resident,Mont_Royal,strong_support,bike_lane_safety,,an toan cho tre em quan trong nhat,walkup,EML-0900138
RSP-101806,2026-05-15,intercept_survey,Mile End,en,individual_resident,Saint_Denis,concern,pedestrian_safety,delivery_access,Loss of parking will hurt my customers who drive in,reminder_sms,SMS-0900643
RSP-101863,2026-05-15,portal,Plateau-Mont-Royal,fr,individual_resident,Multiple,support,tree_canopy,snow_removal,Je soutiens le projet meme si je perds ma place de stationnement,social_share,SMS-0501237
RSP-101893,2026-05-15,community_meeting_signin,Plateau-Mont-Royal,fr,community_group,Rachel,strong_opposition,snow_removal,,Les taxis et le transport adapte doivent garder acces,reminder_sms,EML-0900704
RSP-102073,2026-05-15,portal,Plateau-Mont-Royal,en,business_owner,Saint_Denis,strong_opposition,noise,pedestrian_safety,Delivery access on Saint Denis is critical please preserve morning windows,walkup,EML-0502247
RSP-102186,2026-05-15,portal,Jeanne-Mance,fr,advocacy_group,Saint_Denis,strong_support,pedestrian_safety,enforcement,Un corridor cyclable continu sur Rachel c est vraiment attendu,walkup,SMS-0501262
RSP-102254,2026-05-15,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,None,concern,tree_canopy,displacement_risk,Les taxis et le transport adapte doivent garder acces,reminder_email,EML-0501846
RSP-102417,2026-05-15,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Rachel,support,displacement_risk,delivery_access,Please keep the plan strong the neighbourhood needs this,reminder_email,
RSP-102514,2026-05-15,portal,Jeanne-Mance,fr,resident_association,Rachel,strong_support,snow_removal,pedestrian_safety,Je marche cette rue tous les matins et une piste protegee change tout,direct_link,SMS-0500801
RSP-102531,2026-05-15,intercept_survey,Jeanne-Mance,fr,individual_resident,Rachel,strong_support,delivery_access,parking_loss,Je marche cette rue tous les matins et une piste protegee change tout,reminder_email,SMS-0501346
RSP-102551,2026-05-15,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Joseph,neutral,noise,enforcement,Le nouveau design de l arret rendra le service beaucoup plus fiable,portal_search,SMS-0900079
RSP-102553,2026-05-15,intercept_survey,Mile End,fr,resident_association,Mont_Royal,support,parking_loss,tree_canopy,Le nouveau design de l arret rendra le service beaucoup plus fiable,social_share,SMS-0501011
RSP-102817,2026-05-15,community_meeting_signin,Milton-Parc,fr,individual_resident,Rachel,concern,noise,parking_loss,Ou vont se garer les residents plus ages du bloc,walkup,
RSP-102866,2026-05-15,intercept_survey,Jeanne-Mance,fr,developer_rep,Mont_Royal,strong_opposition,parking_loss,snow_removal,Nous avons besoin d une fenetre de livraison entre 7h et 10h,social_share,EML-0900518
RSP-102982,2026-05-15,portal,Jeanne-Mance,ar,individual_resident,Mont_Royal,support,accessibility,pedestrian_safety,3adad al ashjar 3ala assharia3 mahdood,meeting_flyer,SMS-0500298
RSP-103035,2026-05-15,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,concern,bike_lane_safety,delivery_access,L hiver la piste devient inutilisable si le deneigement suit pas,reminder_email,SMS-0900768
RSP-103048,2026-05-15,portal,Milton-Parc,en,individual_resident,Saint_Denis,strong_support,pedestrian_safety,snow_removal,Please keep the plan strong the neighbourhood needs this,meeting_flyer,SMS-0900421
RSP-103161,2026-05-15,intercept_survey,Jeanne-Mance,fr,individual_resident,Multiple,concern,bike_lane_safety,noise,Nous avons besoin d une fenetre de livraison entre 7h et 10h,walkup,SMS-0500908
RSP-103164,2026-05-15,sms_reply,Plateau-Mont-Royal,fr,resident_association,Saint_Denis,neutral,noise,bike_lane_safety,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,social_share,SMS-0900848
RSP-103169,2026-05-15,portal,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,support,parking_loss,pedestrian_safety,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_email,SMS-0500465
RSP-103195,2026-05-15,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Saint_Laurent_North,neutral,tree_canopy,,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_email,EML-0502441
RSP-103453,2026-05-15,intercept_survey,Mile End,en,community_group,Mont_Royal,neutral,pedestrian_safety,,A protected lane on Saint Denis is long overdue,social_share,SMS-0501012
RSP-103456,2026-05-15,portal,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,support,snow_removal,,Les livraisons peuvent tres bien se faire tot le matin,meeting_flyer,EML-0501900
RSP-100214,2026-05-16,intercept_survey,Plateau-Mont-Royal,fr,business_owner,Multiple,concern,pedestrian_safety,transit_frequency,Il faut penser aux locataires deja fragiles sur le corridor,reminder_sms,EML-0501761
RSP-100311,2026-05-16,portal,Mile End,en,individual_resident,Mont_Royal,concern,snow_removal,,Loss of parking will hurt my customers who drive in,direct_link,EML-0900105
RSP-100893,2026-05-16,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,support,transit_frequency,,Les livraisons peuvent tres bien se faire tot le matin,portal_search,EML-0501589
RSP-100963,2026-05-16,intercept_survey,Milton-Parc,en,business_owner,Saint_Denis,support,noise,,As a small business owner I welcome slower traffic and more foot traffic,direct_link,SMS-0501497
RSP-101012,2026-05-16,portal,Milton-Parc,fr,individual_resident,Rachel,strong_support,transit_frequency,displacement_risk,Un corridor cyclable continu sur Rachel c est vraiment attendu,social_share,SMS-0900057
RSP-101211,2026-05-16,email_form,Mile End,fr,community_group,None,neutral,noise,tree_canopy,Les enfants pourront enfin traverser Mont Royal sans stress,portal_search,EML-0501605
RSP-101253,2026-05-16,community_meeting_signin,Plateau-Mont-Royal,fr,resident_association,Saint_Laurent_North,support,enforcement,,Un corridor cyclable continu sur Rachel c est vraiment attendu,reminder_sms,SMS-0501139
RSP-101639,2026-05-16,intercept_survey,Plateau-Mont-Royal,en,community_group,Saint_Denis,concern,accessibility,snow_removal,Pedestrian safety at the Mont Royal intersection is not addressed enough,reminder_sms,SMS-0501175
RSP-101739,2026-05-16,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Rachel,support,pedestrian_safety,,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,reminder_email,EML-0502562
RSP-102060,2026-05-16,community_meeting_signin,Plateau-Mont-Royal,ar,business_owner,Mont_Royal,neutral,displacement_risk,noise,yajib al hifadh 3ala waqt taslim assabahi,walkup,
RSP-102203,2026-05-16,email_form,Plateau-Mont-Royal,en,business_owner,Saint_Denis,strong_opposition,transit_frequency,bike_lane_safety,Noise from patios and cyclists after hours is a real concern,reminder_email,SMS-0501101
RSP-102931,2026-05-16,portal,Mile End,en,individual_resident,Saint_Denis,concern,tree_canopy,,Snow removal on the new lane must be reliable or it defeats the purpose,reminder_sms,SMS-0501294
RSP-103375,2026-05-16,intercept_survey,Plateau-Mont-Royal,en,developer_rep,Mont_Royal,concern,pedestrian_safety,,Older residents on my block will not be able to reach services,meeting_flyer,EML-0900576
RSP-100292,2026-05-17,portal,Milton-Parc,fr,business_owner,Mont_Royal,concern,displacement_risk,enforcement,Les taxis et le transport adapte doivent garder acces,meeting_flyer,SMS-0500382
RSP-100448,2026-05-17,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,concern,delivery_access,,Pedestrian safety at the Mont Royal intersection is not addressed enough,portal_search,EML-0502088
RSP-100850,2026-05-17,portal,Mile End,en,individual_resident,Saint_Joseph,strong_support,tree_canopy,bike_lane_safety,As a small business owner I welcome slower traffic and more foot traffic,reminder_sms,EML-0900087
RSP-101089,2026-05-17,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,neutral,delivery_access,bike_lane_safety,My kids can finally walk to school without dodging cars,reminder_sms,SMS-0500365
RSP-101330,2026-05-17,sms_reply,Plateau-Mont-Royal,fr,business_owner,Mont_Royal,strong_opposition,parking_loss,,Nous avons besoin d une fenetre de livraison entre 7h et 10h,direct_link,SMS-0500401
RSP-101469,2026-05-17,intercept_survey,Mile End,en,individual_resident,None,concern,parking_loss,bike_lane_safety,Older residents on my block will not be able to reach services,portal_search,EML-0900453
RSP-102204,2026-05-17,intercept_survey,Plateau-Mont-Royal,fr,individual_resident,Mont_Royal,strong_support,parking_loss,bike_lane_safety,Les livraisons peuvent tres bien se faire tot le matin,walkup,SMS-0500630
RSP-102385,2026-05-17,email_form,Mile End,fr,individual_resident,Multiple,concern,accessibility,enforcement,Ou vont se garer les residents plus ages du bloc,meeting_flyer,SMS-0501473
RSP-102830,2026-05-17,sms_reply,Mile End,fr,individual_resident,Saint_Denis,neutral,snow_removal,,Les enfants pourront enfin traverser Mont Royal sans stress,social_share,EML-0900839
RSP-103400,2026-05-17,sms_reply,Plateau-Mont-Royal,fr,business_owner,Saint_Joseph,strong_support,snow_removal,tree_canopy,Je marche cette rue tous les matins et une piste protegee change tout,reminder_email,EML-0501648
RSP-103519,2026-05-17,intercept_survey,Milton-Parc,vi,individual_resident,Mont_Royal,strong_support,bike_lane_safety,enforcement,chung toi can them thong tin bang tieng viet,reminder_sms,EML-0502212
RSP-100110,2026-05-18,portal,Plateau-Mont-Royal,fr,business_owner,Multiple,strong_opposition,snow_removal,transit_frequency,Ou vont se garer les residents plus ages du bloc,reminder_email,SMS-0900233
RSP-100192,2026-05-18,portal,Plateau-Mont-Royal,fr,individual_resident,Rachel,support,parking_loss,accessibility,Le nouveau design de l arret rendra le service beaucoup plus fiable,portal_search,SMS-0500147
RSP-100245,2026-05-18,sms_reply,Plateau-Mont-Royal,fr,business_owner,Saint_Denis,strong_opposition,parking_loss,delivery_access,Ou vont se garer les residents plus ages du bloc,walkup,SMS-0900843
RSP-100252,2026-05-18,community_meeting_signin,Plateau-Mont-Royal,en,individual_resident,Rachel,support,accessibility,bike_lane_safety,Transit stops need to be redesigned for accessibility,reminder_email,
RSP-100294,2026-05-18,sms_reply,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,support,pedestrian_safety,delivery_access,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,meeting_flyer,EML-0900815
RSP-100610,2026-05-18,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,strong_support,bike_lane_safety,,The community meetings have been well organized and thoughtful,social_share,SMS-0500563
RSP-101180,2026-05-18,portal,Mile End,fr,individual_resident,Rachel,neutral,snow_removal,parking_loss,Le nouveau design de l arret rendra le service beaucoup plus fiable,reminder_sms,EML-0502333
RSP-101977,2026-05-18,email_form,Plateau-Mont-Royal,en,individual_resident,Mont_Royal,strong_opposition,tree_canopy,bike_lane_safety,Pedestrian safety at the Mont Royal intersection is not addressed enough,direct_link,SMS-0501155
RSP-102037,2026-05-18,portal,Mile End,es,individual_resident,Saint_Laurent_North,concern,enforcement,accessibility,necesitamos mas informacion en espanol,reminder_sms,SMS-0500736
RSP-103056,2026-05-18,community_meeting_signin,Milton-Parc,fr,business_owner,Saint_Denis,concern,delivery_access,tree_canopy,Le bruit des terrasses jusque tard le soir est deja un enjeu,portal_search,EML-0502635
RSP-103142,2026-05-18,portal,Plateau-Mont-Royal,fr,individual_resident,Rachel,neutral,displacement_risk,,Il faut plus d arbres sur Saint Laurent nord et un trottoir plus large,reminder_sms,SMS-0500054
RSP-103249,2026-05-18,intercept_survey,Plateau-Mont-Royal,en,individual_resident,Saint_Denis,strong_opposition,accessibility,,Pedestrian safety at the Mont Royal intersection is not addressed enough,direct_link,EML-0502066
RSP-100095,2026-05-19,community_meeting_signin,Plateau-Mont-Royal,fr,individual_resident,Saint_Denis,concern,bike_lane_safety,enforcement,Ou vont se garer les residents plus ages du bloc,meeting_flyer,SMS-0500068
RSP-100172,2026-05-19,portal,Plateau-Mont-Royal,en,individual_resident,Saint_Joseph,neutral,pedestrian_safety,,Transit stops need to be redesigned for accessibility,meeting_flyer,SMS-0500143
RSP-100187,2026-05-19,portal,Plateau-Mont-Royal,fr,individual_resident,Rachel,support,tree_canopy,,Les livraisons peuvent tres bien se faire tot le matin,direct_link,EML-0501862
RSP-100466,2026-05-19,portal,Milton-Parc,fr,advocacy_group,Saint_Denis,support,bike_lane_safety,transit_frequency,Les enfants pourront enfin traverser Mont Royal sans stress,reminder_email,EML-0502581
RSP-100525,2026-05-19,sms_reply,Plateau-Mont-Royal,en,individual_resident,Rachel,support,transit_frequency,accessibility,Please keep the plan strong the neighbourhood needs this,walkup,EML-0501756
