id,title,organizationId,location,workplaceType,employmentType,seniority,keywords,postedAt,applicants,description
jobs_00106,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00106,"Missoula, MT",workplacetype-00106,employmenttype-00106,seniority-00106,winter|photography,2025-12-02T14:53:00Z,14,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00107,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00107,"Bozeman, MT",workplacetype-00107,employmenttype-00107,seniority-00107,trail|photography,2024-10-07T13:27:00Z,446,Post-season interpretive review — evening astronomy programs held attention.
jobs_00108,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00108,"Missoula, MT",workplacetype-00108,employmenttype-00108,seniority-00108,glacier|backcountry,2024-10-12T21:29:00Z,421,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00109,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00109,"West Glacier, MT",workplacetype-00109,employmenttype-00109,seniority-00109,glacier|safety,2026-07-16T08:54:00Z,33,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00110,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00110,"Whitefish, MT",workplacetype-00110,employmenttype-00110,seniority-00110,glacier|ranger,2026-09-13T03:46:00Z,226,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00111,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00111,"West Glacier, MT",workplacetype-00111,employmenttype-00111,seniority-00111,photography|ranger,2024-11-09T15:14:00Z,250,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00112,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00112,"Bozeman, MT",workplacetype-00112,employmenttype-00112,seniority-00112,glacier|photography,2024-12-28T13:12:00Z,323,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00113,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00113,"Kalispell, MT",workplacetype-00113,employmenttype-00113,seniority-00113,interp|gear,2026-07-27T12:38:00Z,188,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00114,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00114,"West Glacier, MT",workplacetype-00114,employmenttype-00114,seniority-00114,ranger|interp,2024-11-16T05:30:00Z,464,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00115,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00115,"Missoula, MT",workplacetype-00115,employmenttype-00115,seniority-00115,winter|photography,2026-06-10T09:21:00Z,329,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00116,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00116,"Kalispell, MT",workplacetype-00116,employmenttype-00116,seniority-00116,safety|backcountry,2025-02-14T10:23:00Z,448,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00117,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00117,"Whitefish, MT",workplacetype-00117,employmenttype-00117,seniority-00117,safety|trail,2025-04-24T06:52:00Z,262,Post-season interpretive review — evening astronomy programs held attention.
jobs_00118,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00118,"Bozeman, MT",workplacetype-00118,employmenttype-00118,seniority-00118,winter|interp,2025-12-29T23:26:00Z,171,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00119,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00119,"Kalispell, MT",workplacetype-00119,employmenttype-00119,seniority-00119,backcountry|trail,2026-07-15T20:20:00Z,175,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00120,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00120,"Missoula, MT",workplacetype-00120,employmenttype-00120,seniority-00120,safety|family,2026-05-23T22:02:00Z,162,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00121,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00121,"Whitefish, MT",workplacetype-00121,employmenttype-00121,seniority-00121,winter|glacier,2026-08-28T15:16:00Z,77,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00122,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00122,"Kalispell, MT",workplacetype-00122,employmenttype-00122,seniority-00122,safety|backcountry,2026-06-13T03:27:00Z,451,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00123,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00123,"Whitefish, MT",workplacetype-00123,employmenttype-00123,seniority-00123,backcountry|winter,2024-11-14T05:05:00Z,83,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00124,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00124,"Kalispell, MT",workplacetype-00124,employmenttype-00124,seniority-00124,ranger|interp,2026-03-24T08:45:00Z,441,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00125,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00125,"West Glacier, MT",workplacetype-00125,employmenttype-00125,seniority-00125,trail|ranger,2025-08-04T17:16:00Z,277,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00126,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00126,"Whitefish, MT",workplacetype-00126,employmenttype-00126,seniority-00126,trail|family,2026-04-24T02:37:00Z,86,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00127,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00127,"Whitefish, MT",workplacetype-00127,employmenttype-00127,seniority-00127,trail|backcountry,2025-04-22T19:52:00Z,187,Post-season interpretive review — evening astronomy programs held attention.
jobs_00128,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00128,"Whitefish, MT",workplacetype-00128,employmenttype-00128,seniority-00128,interp|ranger,2025-01-07T16:10:00Z,307,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00129,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00129,"Missoula, MT",workplacetype-00129,employmenttype-00129,seniority-00129,ranger|winter,2025-07-12T08:13:00Z,25,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00130,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00130,"Whitefish, MT",workplacetype-00130,employmenttype-00130,seniority-00130,photography|glacier,2024-10-17T10:36:00Z,382,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00131,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00131,"Bozeman, MT",workplacetype-00131,employmenttype-00131,seniority-00131,interp|winter,2026-08-23T06:38:00Z,415,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00132,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00132,"Kalispell, MT",workplacetype-00132,employmenttype-00132,seniority-00132,ranger|interp,2026-10-18T02:33:00Z,46,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00133,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00133,"West Glacier, MT",workplacetype-00133,employmenttype-00133,seniority-00133,photography|gear,2026-11-13T19:42:00Z,494,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00134,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00134,"Kalispell, MT",workplacetype-00134,employmenttype-00134,seniority-00134,safety|trail,2026-03-03T07:20:00Z,295,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00135,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00135,"Missoula, MT",workplacetype-00135,employmenttype-00135,seniority-00135,backcountry|ranger,2024-11-25T11:01:00Z,329,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00136,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00136,"West Glacier, MT",workplacetype-00136,employmenttype-00136,seniority-00136,interp|safety,2025-01-23T10:33:00Z,198,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00137,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00137,"Kalispell, MT",workplacetype-00137,employmenttype-00137,seniority-00137,photography|safety,2026-07-22T18:11:00Z,227,Post-season interpretive review — evening astronomy programs held attention.
jobs_00138,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00138,"Missoula, MT",workplacetype-00138,employmenttype-00138,seniority-00138,trail|winter,2025-07-04T12:14:00Z,25,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00139,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00139,"West Glacier, MT",workplacetype-00139,employmenttype-00139,seniority-00139,glacier|gear,2025-10-27T01:26:00Z,309,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00140,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00140,"Whitefish, MT",workplacetype-00140,employmenttype-00140,seniority-00140,gear|backcountry,2024-09-21T22:35:00Z,232,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00141,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00141,"Kalispell, MT",workplacetype-00141,employmenttype-00141,seniority-00141,trail|glacier,2026-04-20T02:59:00Z,168,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00142,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00142,"Missoula, MT",workplacetype-00142,employmenttype-00142,seniority-00142,interp|winter,2025-03-06T02:08:00Z,17,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00143,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00143,"West Glacier, MT",workplacetype-00143,employmenttype-00143,seniority-00143,interp|gear,2025-03-15T09:58:00Z,91,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00144,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00144,"Bozeman, MT",workplacetype-00144,employmenttype-00144,seniority-00144,interp|gear,2025-08-15T15:17:00Z,189,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00145,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00145,"West Glacier, MT",workplacetype-00145,employmenttype-00145,seniority-00145,safety|ranger,2026-02-25T08:01:00Z,453,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00146,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00146,"Kalispell, MT",workplacetype-00146,employmenttype-00146,seniority-00146,interp|winter,2025-07-29T14:18:00Z,177,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00147,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00147,"Kalispell, MT",workplacetype-00147,employmenttype-00147,seniority-00147,gear|backcountry,2026-04-10T22:02:00Z,83,Post-season interpretive review — evening astronomy programs held attention.
jobs_00148,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00148,"West Glacier, MT",workplacetype-00148,employmenttype-00148,seniority-00148,trail|safety,2024-10-23T04:05:00Z,140,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00149,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00149,"Whitefish, MT",workplacetype-00149,employmenttype-00149,seniority-00149,family|ranger,2024-10-16T01:33:00Z,107,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00150,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00150,"Missoula, MT",workplacetype-00150,employmenttype-00150,seniority-00150,gear|ranger,2026-01-27T07:14:00Z,232,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00151,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00151,"Bozeman, MT",workplacetype-00151,employmenttype-00151,seniority-00151,family|trail,2026-05-07T07:19:00Z,493,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00152,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00152,"Bozeman, MT",workplacetype-00152,employmenttype-00152,seniority-00152,backcountry|family,2024-10-01T17:56:00Z,367,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00153,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00153,"West Glacier, MT",workplacetype-00153,employmenttype-00153,seniority-00153,photography|winter,2026-08-20T22:50:00Z,288,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00154,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00154,"Kalispell, MT",workplacetype-00154,employmenttype-00154,seniority-00154,glacier|trail,2026-05-04T23:54:00Z,222,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00155,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00155,"Whitefish, MT",workplacetype-00155,employmenttype-00155,seniority-00155,winter|safety,2025-06-09T18:55:00Z,221,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00156,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00156,"Whitefish, MT",workplacetype-00156,employmenttype-00156,seniority-00156,backcountry|glacier,2025-07-21T12:36:00Z,442,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00157,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00157,"Whitefish, MT",workplacetype-00157,employmenttype-00157,seniority-00157,gear|trail,2025-02-24T19:00:00Z,443,Post-season interpretive review — evening astronomy programs held attention.
jobs_00158,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00158,"Whitefish, MT",workplacetype-00158,employmenttype-00158,seniority-00158,winter|gear,2024-12-18T20:38:00Z,311,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00159,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00159,"Whitefish, MT",workplacetype-00159,employmenttype-00159,seniority-00159,winter|glacier,2025-09-11T20:42:00Z,39,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00160,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00160,"Kalispell, MT",workplacetype-00160,employmenttype-00160,seniority-00160,gear|glacier,2025-10-12T19:42:00Z,367,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00161,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00161,"Kalispell, MT",workplacetype-00161,employmenttype-00161,seniority-00161,ranger|family,2024-11-16T11:59:00Z,402,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00162,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00162,"Kalispell, MT",workplacetype-00162,employmenttype-00162,seniority-00162,photography|winter,2026-06-03T01:01:00Z,92,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00163,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00163,"Kalispell, MT",workplacetype-00163,employmenttype-00163,seniority-00163,winter|ranger,2026-01-21T18:25:00Z,415,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00164,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00164,"Whitefish, MT",workplacetype-00164,employmenttype-00164,seniority-00164,ranger|interp,2026-06-08T08:25:00Z,115,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00165,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00165,"Bozeman, MT",workplacetype-00165,employmenttype-00165,seniority-00165,ranger|safety,2026-08-30T04:47:00Z,71,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00166,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00166,"Bozeman, MT",workplacetype-00166,employmenttype-00166,seniority-00166,safety|gear,2025-06-20T01:04:00Z,71,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00167,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00167,"Kalispell, MT",workplacetype-00167,employmenttype-00167,seniority-00167,family|trail,2025-03-25T14:39:00Z,495,Post-season interpretive review — evening astronomy programs held attention.
jobs_00168,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00168,"Whitefish, MT",workplacetype-00168,employmenttype-00168,seniority-00168,winter|backcountry,2026-07-10T13:48:00Z,404,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00169,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00169,"Whitefish, MT",workplacetype-00169,employmenttype-00169,seniority-00169,family|interp,2026-05-30T07:11:00Z,2,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00170,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00170,"Kalispell, MT",workplacetype-00170,employmenttype-00170,seniority-00170,ranger|safety,2024-12-14T16:10:00Z,472,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00171,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00171,"Kalispell, MT",workplacetype-00171,employmenttype-00171,seniority-00171,interp|glacier,2026-03-18T12:32:00Z,177,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00172,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00172,"Whitefish, MT",workplacetype-00172,employmenttype-00172,seniority-00172,backcountry|photography,2025-12-23T18:43:00Z,463,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00173,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00173,"West Glacier, MT",workplacetype-00173,employmenttype-00173,seniority-00173,safety|winter,2026-09-06T15:55:00Z,225,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00174,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00174,"Bozeman, MT",workplacetype-00174,employmenttype-00174,seniority-00174,family|gear,2025-05-10T04:35:00Z,418,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00175,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00175,"West Glacier, MT",workplacetype-00175,employmenttype-00175,seniority-00175,family|photography,2025-06-23T03:57:00Z,173,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00176,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00176,"Whitefish, MT",workplacetype-00176,employmenttype-00176,seniority-00176,gear|glacier,2024-09-30T07:27:00Z,219,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00177,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00177,"Kalispell, MT",workplacetype-00177,employmenttype-00177,seniority-00177,safety|gear,2025-11-28T15:44:00Z,146,Post-season interpretive review — evening astronomy programs held attention.
jobs_00178,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00178,"Missoula, MT",workplacetype-00178,employmenttype-00178,seniority-00178,photography|backcountry,2025-10-03T03:09:00Z,211,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00179,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00179,"Kalispell, MT",workplacetype-00179,employmenttype-00179,seniority-00179,photography|family,2026-07-05T11:45:00Z,288,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00180,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00180,"Kalispell, MT",workplacetype-00180,employmenttype-00180,seniority-00180,winter|glacier,2025-04-28T11:02:00Z,23,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00181,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00181,"Missoula, MT",workplacetype-00181,employmenttype-00181,seniority-00181,trail|photography,2026-10-13T10:06:00Z,112,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00182,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00182,"West Glacier, MT",workplacetype-00182,employmenttype-00182,seniority-00182,interp|safety,2024-09-27T12:15:00Z,166,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00183,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00183,"West Glacier, MT",workplacetype-00183,employmenttype-00183,seniority-00183,gear|trail,2025-02-25T00:57:00Z,55,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00184,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00184,"West Glacier, MT",workplacetype-00184,employmenttype-00184,seniority-00184,backcountry|winter,2026-08-18T00:07:00Z,100,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00185,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00185,"Bozeman, MT",workplacetype-00185,employmenttype-00185,seniority-00185,interp|safety,2025-04-28T21:07:00Z,29,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00186,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00186,"West Glacier, MT",workplacetype-00186,employmenttype-00186,seniority-00186,ranger|family,2025-09-13T21:58:00Z,129,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00187,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00187,"Kalispell, MT",workplacetype-00187,employmenttype-00187,seniority-00187,winter|backcountry,2025-09-04T08:04:00Z,381,Post-season interpretive review — evening astronomy programs held attention.
jobs_00188,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00188,"Kalispell, MT",workplacetype-00188,employmenttype-00188,seniority-00188,safety|gear,2026-11-14T10:08:00Z,209,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00189,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00189,"Whitefish, MT",workplacetype-00189,employmenttype-00189,seniority-00189,ranger|winter,2026-06-05T14:13:00Z,411,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00190,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00190,"Kalispell, MT",workplacetype-00190,employmenttype-00190,seniority-00190,interp|photography,2025-12-04T16:25:00Z,441,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00191,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00191,"Bozeman, MT",workplacetype-00191,employmenttype-00191,seniority-00191,safety|backcountry,2026-06-08T03:54:00Z,216,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00192,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00192,"West Glacier, MT",workplacetype-00192,employmenttype-00192,seniority-00192,trail|interp,2026-09-14T06:29:00Z,266,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00193,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00193,"Bozeman, MT",workplacetype-00193,employmenttype-00193,seniority-00193,interp|photography,2026-03-15T21:04:00Z,347,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00194,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00194,"Whitefish, MT",workplacetype-00194,employmenttype-00194,seniority-00194,safety|family,2026-06-13T03:29:00Z,59,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00195,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00195,"Kalispell, MT",workplacetype-00195,employmenttype-00195,seniority-00195,family|interp,2025-10-08T06:33:00Z,159,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00196,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00196,"Whitefish, MT",workplacetype-00196,employmenttype-00196,seniority-00196,photography|gear,2025-05-22T03:35:00Z,294,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00197,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00197,"Whitefish, MT",workplacetype-00197,employmenttype-00197,seniority-00197,winter|family,2025-06-28T10:28:00Z,252,Post-season interpretive review — evening astronomy programs held attention.
jobs_00198,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00198,"West Glacier, MT",workplacetype-00198,employmenttype-00198,seniority-00198,glacier|gear,2025-06-23T22:09:00Z,235,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00199,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00199,"Kalispell, MT",workplacetype-00199,employmenttype-00199,seniority-00199,glacier|gear,2026-04-10T06:38:00Z,478,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00200,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00200,"Whitefish, MT",workplacetype-00200,employmenttype-00200,seniority-00200,family|glacier,2026-09-07T06:25:00Z,247,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00201,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00201,"Bozeman, MT",workplacetype-00201,employmenttype-00201,seniority-00201,safety|glacier,2025-02-22T22:34:00Z,496,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00202,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00202,"Whitefish, MT",workplacetype-00202,employmenttype-00202,seniority-00202,safety|glacier,2025-03-23T20:39:00Z,370,Snowpack read for the Flathead: 92% of median as of last week.
jobs_00203,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended.",organizationid-00203,"Kalispell, MT",workplacetype-00203,employmenttype-00203,seniority-00203,trail|family,2024-11-28T03:12:00Z,21,"Kootenai Creek approach — icy above 5,000 ft, crampons recommended."
jobs_00204,Guest talk feedback averaged 4.1 stars for the geology segment.,organizationid-00204,"Missoula, MT",workplacetype-00204,employmenttype-00204,seniority-00204,interp|safety,2026-04-09T00:03:00Z,31,Guest talk feedback averaged 4.1 stars for the geology segment.
jobs_00205,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.,organizationid-00205,"Whitefish, MT",workplacetype-00205,employmenttype-00205,seniority-00205,backcountry|ranger,2026-05-13T14:18:00Z,239,Photograph column for Backcountry Photog Slack — Milky Way over Flathead.
jobs_00206,Draft coordination note to Neil re: shift coverage for Dec dates.,organizationid-00206,"Kalispell, MT",workplacetype-00206,employmenttype-00206,seniority-00206,trail|glacier,2025-08-02T17:26:00Z,116,Draft coordination note to Neil re: shift coverage for Dec dates.
jobs_00207,Post-season interpretive review — evening astronomy programs held attention.,organizationid-00207,"West Glacier, MT",workplacetype-00207,employmenttype-00207,seniority-00207,trail|interp,2025-12-13T11:11:00Z,271,Post-season interpretive review — evening astronomy programs held attention.
jobs_00208,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.,organizationid-00208,"Bozeman, MT",workplacetype-00208,employmenttype-00208,seniority-00208,gear|backcountry,2025-06-01T22:27:00Z,17,Route log reconciliation — Bowman Lake conditions Nov 2025 vs Nov 2026.
jobs_00209,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.,organizationid-00209,"West Glacier, MT",workplacetype-00209,employmenttype-00209,seniority-00209,winter|safety,2025-11-21T07:32:00Z,149,Materials budget: 6 pairs microspikes at $79 each — under approval threshold.
jobs_00210,Winter interpretive prep for Dec 4 planning session with Diane.,organizationid-00210,"Bozeman, MT",workplacetype-00210,employmenttype-00210,seniority-00210,photography|glacier,2025-04-18T14:47:00Z,130,Winter interpretive prep for Dec 4 planning session with Diane.
jobs_00211,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.,organizationid-00211,"Bozeman, MT",workplacetype-00211,employmenttype-00211,seniority-00211,ranger|glacier,2026-07-02T05:19:00Z,461,Route notes for Highline Trail — closure through Logan Pass confirmed by ranger channel.
jobs_00212,Snowpack read for the Flathead: 92% of median as of last week.,organizationid-00212,"Kalispell, MT",workplacetype-00212,employmenttype-00212,seniority-00212,safety|ranger,2025-09-15T01:43:00Z,259,Snowpack read for the Flathead: 92% of median as of last week.
